entry,at,order
"The player ""brian @ UAANB4j7WT"" quits the game with a stack of 95.91.",2024-03-07T08:57:01.248Z,170980182124800
"The player ""brian @ UAANB4j7WT"" stand up with the stack of 95.91.",2024-03-07T08:57:00.254Z,170980182025400
"-- ending hand #236 --",2024-03-07T08:56:54.239Z,170980181423902
"""brian @ UAANB4j7WT"" collected 0.40 from pot with Two Pair, 10's & 9's (combination: 10♣, 10♥, 9♣, 9♦, A♠)",2024-03-07T08:56:54.239Z,170980181423901
"""brian @ UAANB4j7WT"" shows a 9♣, 9♦.",2024-03-07T08:56:54.239Z,170980181423900
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:56:53.388Z,170980181338800
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:56:50.367Z,170980181036700
"River: A♠, 8♦, K♥, 10♣ [10♥]",2024-03-07T08:56:49.163Z,170980180916300
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:56:48.311Z,170980180831100
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:56:47.366Z,170980180736600
"Turn: A♠, 8♦, K♥ [10♣]",2024-03-07T08:56:37.820Z,170980179782000
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:56:36.966Z,170980179696600
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:56:35.099Z,170980179509900
"Flop:  [A♠, 8♦, K♥]",2024-03-07T08:56:33.145Z,170980179314500
"""jd @ iAU2EksAh2"" calls 0.20",2024-03-07T08:56:32.329Z,170980179232900
"""brian @ UAANB4j7WT"" raises to 0.20",2024-03-07T08:56:30.158Z,170980179015800
"The admin ""yj @ UXaWQPJt1x"" enqueued the game stop on next hand.",2024-03-07T08:56:26.248Z,170980178624800
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:56:23.625Z,170980178362500
"""jd @ iAU2EksAh2"" posts a big blind of 0.10",2024-03-07T08:56:22.588Z,170980178258806
"""brian @ UAANB4j7WT"" posts a small blind of 0.05",2024-03-07T08:56:22.588Z,170980178258805
"Player stacks: #1 ""jd @ iAU2EksAh2"" (40.36) | #3 ""yj @ UXaWQPJt1x"" (43.99) | #4 ""brian @ UAANB4j7WT"" (95.71)",2024-03-07T08:56:22.588Z,170980178258801
"-- starting hand #236 (id: vlqpdem3fchq)  (No Limit Texas Hold'em) (dealer: ""yj @ UXaWQPJt1x"") --",2024-03-07T08:56:22.588Z,170980178258800
"-- ending hand #235 --",2024-03-07T08:56:16.579Z,170980177657903
"""brian @ UAANB4j7WT"" shows a 9♠, Q♠.",2024-03-07T08:56:16.579Z,170980177657902
"""jd @ iAU2EksAh2"" collected 2.57 from pot with A High (combination: A♣, 10♠, 8♣, 6♦, 5♠)",2024-03-07T08:56:16.579Z,170980177657901
"""jd @ iAU2EksAh2"" shows a A♣, 4♣.",2024-03-07T08:56:16.579Z,170980177657900
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:56:15.758Z,170980177575800
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:56:11.343Z,170980177134300
"River: 8♣, 3♣, 10♠, 6♦ [5♠]",2024-03-07T08:56:10.329Z,170980177032900
"""brian @ UAANB4j7WT"" calls 0.64",2024-03-07T08:56:09.520Z,170980176952000
"The player ""michael @ UFkn4-rw65"" requested a seat.",2024-03-07T08:56:09.145Z,170980176914500
"""jd @ iAU2EksAh2"" bets 0.64",2024-03-07T08:56:08.547Z,170980176854700
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:56:05.233Z,170980176523300
"Turn: 8♣, 3♣, 10♠ [6♦]",2024-03-07T08:56:04.169Z,170980176416900
"""brian @ UAANB4j7WT"" calls 0.32",2024-03-07T08:56:03.361Z,170980176336100
"""jd @ iAU2EksAh2"" bets 0.32",2024-03-07T08:55:59.036Z,170980175903600
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:55:55.568Z,170980175556800
"Flop:  [8♣, 3♣, 10♠]",2024-03-07T08:55:52.512Z,170980175251200
"""brian @ UAANB4j7WT"" calls 0.30",2024-03-07T08:55:51.611Z,170980175161100
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:55:48.181Z,170980174818100
"""jd @ iAU2EksAh2"" raises to 0.30",2024-03-07T08:55:47.292Z,170980174729200
"""brian @ UAANB4j7WT"" posts a big blind of 0.10",2024-03-07T08:55:43.395Z,170980174339507
"""yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-07T08:55:43.395Z,170980174339506
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.05) | #3 ""yj @ UXaWQPJt1x"" (44.04) | #4 ""brian @ UAANB4j7WT"" (96.97)",2024-03-07T08:55:43.395Z,170980174339502
"-- starting hand #235 (id: uqapjibxszyo)  (No Limit Texas Hold'em) (dealer: ""jd @ iAU2EksAh2"") --",2024-03-07T08:55:43.395Z,170980174339501
"The player ""michael @ UFkn4-rw65"" quits the game with a stack of 0.00.",2024-03-07T08:55:43.395Z,170980174339500
"-- ending hand #234 --",2024-03-07T08:55:37.392Z,170980173739203
"""michael @ UFkn4-rw65"" shows a 6♠, Q♦.",2024-03-07T08:55:37.392Z,170980173739202
"""brian @ UAANB4j7WT"" collected 46.09 from pot with Four of a Kind, 4's (combination: 4♦, 4♠, 4♣, 4♥, 7♠)",2024-03-07T08:55:37.392Z,170980173739201
"""brian @ UAANB4j7WT"" shows a 4♦, 4♠.",2024-03-07T08:55:37.392Z,170980173739200
"""michael @ UFkn4-rw65"" calls 22.52 and go all in",2024-03-07T08:55:36.590Z,170980173659000
"""brian @ UAANB4j7WT"" bets 22.52",2024-03-07T08:55:09.155Z,170980170915500
"River: 4♣, 4♥, 7♠, 5♦ [6♦]",2024-03-07T08:55:07.537Z,170980170753700
"""michael @ UFkn4-rw65"" calls 0.10",2024-03-07T08:55:06.719Z,170980170671900
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:55:05.729Z,170980170572900
"Turn: 4♣, 4♥, 7♠ [5♦]",2024-03-07T08:55:04.252Z,170980170425200
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:55:03.406Z,170980170340600
"""michael @ UFkn4-rw65"" calls 0.10",2024-03-07T08:55:02.502Z,170980170250200
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:55:01.211Z,170980170121100
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:54:59.311Z,170980169931100
"Flop:  [4♣, 4♥, 7♠]",2024-03-07T08:54:58.132Z,170980169813200
"""yj @ UXaWQPJt1x"" calls 0.20",2024-03-07T08:54:57.300Z,170980169730000
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:54:55.502Z,170980169550200
"""michael @ UFkn4-rw65"" calls 0.20",2024-03-07T08:54:54.569Z,170980169456900
"""brian @ UAANB4j7WT"" raises to 0.20",2024-03-07T08:54:51.838Z,170980169183800
"""yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-07T08:54:50.076Z,170980169007607
"""jd @ iAU2EksAh2"" posts a small blind of 0.05",2024-03-07T08:54:50.076Z,170980169007606
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.10) | #3 ""yj @ UXaWQPJt1x"" (44.24) | #4 ""brian @ UAANB4j7WT"" (73.80) | #10 ""michael @ UFkn4-rw65"" (22.92)",2024-03-07T08:54:50.076Z,170980169007601
"-- starting hand #234 (id: js8gkw7m4jvr)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-03-07T08:54:50.076Z,170980169007600
"-- ending hand #233 --",2024-03-07T08:54:44.058Z,170980168405803
"""jd @ iAU2EksAh2"" shows a 2♣, A♥.",2024-03-07T08:54:44.058Z,170980168405802
"""brian @ UAANB4j7WT"" collected 0.89 from pot with Pair, 4's (combination: 4♣, 4♥, K♠, 10♦, 7♦)",2024-03-07T08:54:44.058Z,170980168405801
"""brian @ UAANB4j7WT"" shows a 4♣, 3♦.",2024-03-07T08:54:44.058Z,170980168405800
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:54:43.244Z,170980168324400
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:54:42.224Z,170980168222400
"River: 7♦, 6♦, K♠, 4♥ [10♦]",2024-03-07T08:54:36.822Z,170980167682200
"""brian @ UAANB4j7WT"" calls 0.22",2024-03-07T08:54:35.991Z,170980167599100
"""jd @ iAU2EksAh2"" bets 0.22",2024-03-07T08:54:34.801Z,170980167480100
"Turn: 7♦, 6♦, K♠ [4♥]",2024-03-07T08:54:32.243Z,170980167224300
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:54:31.426Z,170980167142600
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:54:30.360Z,170980167036000
"Flop:  [7♦, 6♦, K♠]",2024-03-07T08:54:28.607Z,170980166860700
"""brian @ UAANB4j7WT"" calls 0.20",2024-03-07T08:54:27.791Z,170980166779100
"""jd @ iAU2EksAh2"" raises to 0.20",2024-03-07T08:54:26.877Z,170980166687700
"""michael @ UFkn4-rw65"" folds",2024-03-07T08:54:23.265Z,170980166326500
"""brian @ UAANB4j7WT"" calls 0.10",2024-03-07T08:54:22.358Z,170980166235800
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:54:11.229Z,170980165122900
"""jd @ iAU2EksAh2"" posts a big blind of 0.10",2024-03-07T08:54:10.162Z,170980165016207
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-03-07T08:54:10.162Z,170980165016206
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.52) | #3 ""yj @ UXaWQPJt1x"" (44.24) | #4 ""brian @ UAANB4j7WT"" (73.33) | #10 ""michael @ UFkn4-rw65"" (22.97)",2024-03-07T08:54:10.162Z,170980165016201
"-- starting hand #233 (id: 3rqem8l2gflf)  (No Limit Texas Hold'em) (dealer: ""brian @ UAANB4j7WT"") --",2024-03-07T08:54:10.162Z,170980165016200
"-- ending hand #232 --",2024-03-07T08:54:04.158Z,170980164415803
"""brian @ UAANB4j7WT"" shows a 9♣, 4♥.",2024-03-07T08:54:04.158Z,170980164415802
"""michael @ UFkn4-rw65"" collected 0.80 from pot with K High (combination: K♥, Q♣, 10♥, 6♦, 5♠)",2024-03-07T08:54:04.158Z,170980164415801
"""michael @ UFkn4-rw65"" shows a 2♣, 10♥.",2024-03-07T08:54:04.158Z,170980164415800
"""michael @ UFkn4-rw65"" calls 0.10",2024-03-07T08:54:03.323Z,170980164332300
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:54:02.364Z,170980164236400
"River: 3♠, 5♠, 6♦, Q♣ [K♥]",2024-03-07T08:54:00.955Z,170980164095500
"""michael @ UFkn4-rw65"" calls 0.10",2024-03-07T08:54:00.120Z,170980164012000
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:53:57.734Z,170980163773400
"Turn: 3♠, 5♠, 6♦ [Q♣]",2024-03-07T08:53:55.749Z,170980163574900
"""michael @ UFkn4-rw65"" calls 0.10",2024-03-07T08:53:54.891Z,170980163489100
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:53:48.088Z,170980162808800
"Flop:  [3♠, 5♠, 6♦]",2024-03-07T08:53:44.913Z,170980162491300
"""michael @ UFkn4-rw65"" checks",2024-03-07T08:53:44.101Z,170980162410100
"""brian @ UAANB4j7WT"" calls 0.10",2024-03-07T08:53:37.166Z,170980161716600
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:53:35.376Z,170980161537600
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:53:34.464Z,170980161446400
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-03-07T08:53:32.499Z,170980161249907
"""brian @ UAANB4j7WT"" posts a small blind of 0.05",2024-03-07T08:53:32.499Z,170980161249906
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.52) | #3 ""yj @ UXaWQPJt1x"" (44.24) | #4 ""brian @ UAANB4j7WT"" (73.73) | #10 ""michael @ UFkn4-rw65"" (22.57)",2024-03-07T08:53:32.499Z,170980161249901
"-- starting hand #232 (id: 4rugngq9rb6v)  (No Limit Texas Hold'em) (dealer: ""yj @ UXaWQPJt1x"") --",2024-03-07T08:53:32.499Z,170980161249900
"-- ending hand #231 --",2024-03-07T08:53:26.495Z,170980160649503
"""brian @ UAANB4j7WT"" shows a 9♠, 4♦.",2024-03-07T08:53:26.495Z,170980160649502
"""michael @ UFkn4-rw65"" collected 3.77 from pot with Pair, Q's (combination: Q♦, Q♣, K♠, J♥, 9♥)",2024-03-07T08:53:26.495Z,170980160649501
"""michael @ UFkn4-rw65"" shows a Q♦, Q♣.",2024-03-07T08:53:26.495Z,170980160649500
"""michael @ UFkn4-rw65"" checks",2024-03-07T08:53:25.659Z,170980160565900
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:53:23.586Z,170980160358600
"River: 9♥, 7♥, J♥, 8♥ [K♠]",2024-03-07T08:53:22.044Z,170980160204400
"""michael @ UFkn4-rw65"" calls 0.94",2024-03-07T08:53:21.222Z,170980160122200
"""brian @ UAANB4j7WT"" bets 0.94",2024-03-07T08:52:55.837Z,170980157583700
"Turn: 9♥, 7♥, J♥ [8♥]",2024-03-07T08:52:50.861Z,170980157086100
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:52:50.041Z,170980157004100
"""michael @ UFkn4-rw65"" calls 0.47",2024-03-07T08:52:49.141Z,170980156914100
"""brian @ UAANB4j7WT"" bets 0.47",2024-03-07T08:52:43.590Z,170980156359000
"Flop:  [9♥, 7♥, J♥]",2024-03-07T08:52:40.543Z,170980156054300
"""brian @ UAANB4j7WT"" calls 0.30",2024-03-07T08:52:39.689Z,170980155968900
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:52:36.069Z,170980155606900
"""jd @ iAU2EksAh2"" calls 0.30",2024-03-07T08:52:35.143Z,170980155514300
"""michael @ UFkn4-rw65"" raises to 0.30",2024-03-07T08:52:29.345Z,170980154934500
"""brian @ UAANB4j7WT"" posts a big blind of 0.10",2024-03-07T08:52:16.325Z,170980153632507
"""yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-07T08:52:16.325Z,170980153632506
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.82) | #3 ""yj @ UXaWQPJt1x"" (44.29) | #4 ""brian @ UAANB4j7WT"" (75.44) | #10 ""michael @ UFkn4-rw65"" (20.51)",2024-03-07T08:52:16.325Z,170980153632501
"-- starting hand #231 (id: k1mwndo4mbfm)  (No Limit Texas Hold'em) (dead button) --",2024-03-07T08:52:16.325Z,170980153632500
"""jd @ iAU2EksAh2"" shows a 2♠, J♥.",2024-03-07T08:52:14.845Z,170980153484500
"""yj @ UXaWQPJt1x"" shows a J♦, 2♥.",2024-03-07T08:52:12.371Z,170980153237100
"-- ending hand #230 --",2024-03-07T08:52:11.973Z,170980153197302
"""yj @ UXaWQPJt1x"" collected 0.20 from pot",2024-03-07T08:52:11.973Z,170980153197301
"Uncalled bet of 0.10 returned to ""yj @ UXaWQPJt1x""",2024-03-07T08:52:11.973Z,170980153197300
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:52:11.120Z,170980153112000
"""yj @ UXaWQPJt1x"" bets 0.10",2024-03-07T08:52:09.388Z,170980152938800
"River: Q♠, 9♥, 6♠, 4♦ [3♣]",2024-03-07T08:52:05.212Z,170980152521200
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:52:04.411Z,170980152441100
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:52:03.480Z,170980152348000
"Turn: Q♠, 9♥, 6♠ [4♦]",2024-03-07T08:52:01.520Z,170980152152000
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:52:00.616Z,170980152061600
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:51:59.688Z,170980151968800
"Flop:  [Q♠, 9♥, 6♠]",2024-03-07T08:51:58.508Z,170980151850800
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:51:57.664Z,170980151766400
"""jd @ iAU2EksAh2"" calls 0.10",2024-03-07T08:51:56.395Z,170980151639500
"""michael @ UFkn4-rw65"" folds",2024-03-07T08:51:51.906Z,170980151190600
"""brian @ UAANB4j7WT"" folds",2024-03-07T08:51:49.908Z,170980150990800
"""yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-07T08:51:48.125Z,170980150812508
"Dead Small Blind",2024-03-07T08:51:48.125Z,170980150812507
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.92) | #3 ""yj @ UXaWQPJt1x"" (44.19) | #4 ""brian @ UAANB4j7WT"" (75.44) | #10 ""michael @ UFkn4-rw65"" (20.51)",2024-03-07T08:51:48.125Z,170980150812502
"-- starting hand #230 (id: p66yfttgzdwe)  (No Limit Texas Hold'em) (dealer: ""jd @ iAU2EksAh2"") --",2024-03-07T08:51:48.125Z,170980150812501
"The player ""donk666 @ KbH85AblgS"" quits the game with a stack of 0.00.",2024-03-07T08:51:48.125Z,170980150812500
"-- ending hand #229 --",2024-03-07T08:51:42.088Z,170980150208803
"""donk666 @ KbH85AblgS"" shows a 7♦, 9♦.",2024-03-07T08:51:42.088Z,170980150208802
"""brian @ UAANB4j7WT"" collected 70.58 from pot with Flush, Kd High (combination: K♦, Q♦, 10♦, 6♦, 3♦)",2024-03-07T08:51:42.088Z,170980150208801
"""brian @ UAANB4j7WT"" shows a Q♦, K♦.",2024-03-07T08:51:42.088Z,170980150208800
"""brian @ UAANB4j7WT"" calls 34.59",2024-03-07T08:51:41.226Z,170980150122600
"""donk666 @ KbH85AblgS"" bets 34.59 and go all in",2024-03-07T08:51:38.748Z,170980149874800
"River: 9♥, 10♦, 6♦, 3♦ [J♣]",2024-03-07T08:51:34.080Z,170980149408000
"""donk666 @ KbH85AblgS"" calls 0.10",2024-03-07T08:51:33.199Z,170980149319900
"""brian @ UAANB4j7WT"" bets 0.10",2024-03-07T08:51:30.680Z,170980149068000
"""donk666 @ KbH85AblgS"" checks",2024-03-07T08:51:26.613Z,170980148661300
"Turn: 9♥, 10♦, 6♦ [3♦]",2024-03-07T08:51:22.471Z,170980148247100
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:51:21.611Z,170980148161100
"""brian @ UAANB4j7WT"" calls 0.30",2024-03-07T08:51:06.238Z,170980146623800
"""donk666 @ KbH85AblgS"" bets 0.30",2024-03-07T08:51:04.896Z,170980146489600
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:51:01.441Z,170980146144100
"Flop:  [9♥, 10♦, 6♦]",2024-03-07T08:50:59.659Z,170980145965900
"""donk666 @ KbH85AblgS"" calls 0.20",2024-03-07T08:50:58.841Z,170980145884100
"""jd @ iAU2EksAh2"" calls 0.20",2024-03-07T08:50:57.858Z,170980145785800
"""michael @ UFkn4-rw65"" folds",2024-03-07T08:50:56.692Z,170980145669200
"""brian @ UAANB4j7WT"" raises to 0.20",2024-03-07T08:50:55.141Z,170980145514100
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:50:52.957Z,170980145295700
"""donk666 @ KbH85AblgS"" posts a big blind of 0.10",2024-03-07T08:50:50.808Z,170980145080808
"""jd @ iAU2EksAh2"" posts a small blind of 0.05",2024-03-07T08:50:50.808Z,170980145080807
"Player stacks: #1 ""jd @ iAU2EksAh2"" (40.12) | #2 ""donk666 @ KbH85AblgS"" (35.19) | #3 ""yj @ UXaWQPJt1x"" (44.19) | #4 ""brian @ UAANB4j7WT"" (40.05) | #10 ""michael @ UFkn4-rw65"" (20.51)",2024-03-07T08:50:50.808Z,170980145080801
"-- starting hand #229 (id: ndobprb6t8n4)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-03-07T08:50:50.808Z,170980145080800
"-- ending hand #228 --",2024-03-07T08:50:47.852Z,170980144785202
"""michael @ UFkn4-rw65"" collected 1.00 from pot",2024-03-07T08:50:47.852Z,170980144785201
"Uncalled bet of 19.51 returned to ""michael @ UFkn4-rw65""",2024-03-07T08:50:47.852Z,170980144785200
"""brian @ UAANB4j7WT"" folds",2024-03-07T08:50:47.023Z,170980144702300
"""donk666 @ KbH85AblgS"" folds",2024-03-07T08:50:26.549Z,170980142654900
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:50:22.938Z,170980142293800
"""michael @ UFkn4-rw65"" raises to 19.81 and go all in",2024-03-07T08:50:20.920Z,170980142092000
"""brian @ UAANB4j7WT"" calls 0.30",2024-03-07T08:50:18.027Z,170980141802700
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:50:16.580Z,170980141658000
"""donk666 @ KbH85AblgS"" raises to 0.30",2024-03-07T08:50:15.664Z,170980141566400
"""jd @ iAU2EksAh2"" posts a big blind of 0.10",2024-03-07T08:50:12.554Z,170980141255408
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-03-07T08:50:12.554Z,170980141255407
"Player stacks: #1 ""jd @ iAU2EksAh2"" (40.22) | #2 ""donk666 @ KbH85AblgS"" (35.49) | #3 ""yj @ UXaWQPJt1x"" (44.19) | #4 ""brian @ UAANB4j7WT"" (40.35) | #10 ""michael @ UFkn4-rw65"" (19.81)",2024-03-07T08:50:12.554Z,170980141255401
"-- starting hand #228 (id: crzz1crdhv7m)  (No Limit Texas Hold'em) (dealer: ""brian @ UAANB4j7WT"") --",2024-03-07T08:50:12.554Z,170980141255400
"-- ending hand #227 --",2024-03-07T08:50:06.550Z,170980140655005
"""brian @ UAANB4j7WT"" shows a 2♠, 6♣.",2024-03-07T08:50:06.550Z,170980140655004
"""michael @ UFkn4-rw65"" collected 0.75 from pot with Two Pair, 10's & 4's (combination: 10♦, 10♠, 4♣, 4♠, A♣)",2024-03-07T08:50:06.550Z,170980140655003
"""michael @ UFkn4-rw65"" shows a 7♠, 10♦.",2024-03-07T08:50:06.550Z,170980140655002
"""jd @ iAU2EksAh2"" collected 0.75 from pot with Two Pair, 10's & 4's (combination: 10♥, 10♠, 4♣, 4♠, A♣)",2024-03-07T08:50:06.550Z,170980140655001
"""jd @ iAU2EksAh2"" shows a 10♥, 3♥.",2024-03-07T08:50:06.550Z,170980140655000
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:50:05.729Z,170980140572900
"""donk666 @ KbH85AblgS"" checks",2024-03-07T08:50:04.225Z,170980140422500
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:50:02.058Z,170980140205800
"""michael @ UFkn4-rw65"" checks",2024-03-07T08:49:59.039Z,170980139903900
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:49:57.367Z,170980139736700
"River: A♣, K♥, 4♣, 10♠ [4♠]",2024-03-07T08:49:54.688Z,170980139468800
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:49:53.850Z,170980139385000
"""donk666 @ KbH85AblgS"" checks",2024-03-07T08:49:52.260Z,170980139226000
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:49:49.617Z,170980138961700
"""michael @ UFkn4-rw65"" checks",2024-03-07T08:49:48.726Z,170980138872600
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:49:47.076Z,170980138707600
"Turn: A♣, K♥, 4♣ [10♠]",2024-03-07T08:49:30.715Z,170980137071500
"""yj @ UXaWQPJt1x"" checks",2024-03-07T08:49:29.876Z,170980136987600
"""donk666 @ KbH85AblgS"" checks",2024-03-07T08:49:25.024Z,170980136502400
"""jd @ iAU2EksAh2"" checks",2024-03-07T08:49:24.119Z,170980136411900
"""michael @ UFkn4-rw65"" checks",2024-03-07T08:49:22.800Z,170980136280000
"""brian @ UAANB4j7WT"" checks",2024-03-07T08:49:20.882Z,170980136088200
"Flop:  [A♣, K♥, 4♣]",2024-03-07T08:49:19.042Z,170980135904200
"""michael @ UFkn4-rw65"" calls 0.30",2024-03-07T08:49:18.179Z,170980135817900
"""brian @ UAANB4j7WT"" calls 0.30",2024-03-07T08:49:16.568Z,170980135656800
"""yj @ UXaWQPJt1x"" calls 0.30",2024-03-07T08:49:12.436Z,170980135243600
"""donk666 @ KbH85AblgS"" calls 0.30",2024-03-07T08:49:10.733Z,170980135073300
"""jd @ iAU2EksAh2"" raises to 0.30",2024-03-07T08:49:09.067Z,170980134906700
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-03-07T08:49:04.936Z,170980134493608
"""brian @ UAANB4j7WT"" posts a small blind of 0.05",2024-03-07T08:49:04.936Z,170980134493607
"Player stacks: #1 ""jd @ iAU2EksAh2"" (39.77) | #2 ""donk666 @ KbH85AblgS"" (35.79) | #3 ""yj @ UXaWQPJt1x"" (44.49) | #4 ""brian @ UAANB4j7WT"" (40.65) | #10 ""michael @ UFkn4-rw65"" (19.36)",2024-03-07T08:49:04.936Z,170980134493601
"-- starting hand #227 (id: gkqoygt5job3)  (No Limit Texas Hold'em) (dealer: ""yj @ UXaWQPJt1x"") --",2024-03-07T08:49:04.936Z,170980134493600
"-- ending hand #226 --",2024-03-07T08:48:56.931Z,170980133693102
"""brian @ UAANB4j7WT"" collected 20.32 from pot with Two Pair, A's & 3's on the second run  (combination: A♥, A♠, 3♦, 3♥, 10♦)",2024-03-07T08:48:56.931Z,170980133693101
"""brian @ UAANB4j7WT"" collected 20.33 from pot with Pair, 2's (combination: 2♦, 2♥, A♥, Q♦, 10♦)",2024-03-07T08:48:56.931Z,170980133693100
"River (second run): 9♠, 3♦, A♠, 7♥ [3♥]",2024-03-07T08:48:52.926Z,170980133292600
"Turn (second run): 9♠, 3♦, A♠ [7♥]",2024-03-07T08:48:48.921Z,170980132892100
"Flop (second run):  [9♠, 3♦, A♠]",2024-03-07T08:48:44.919Z,170980132491900
"River: Q♦, 5♥, 2♦, 2♥ [6♣]",2024-03-07T08:48:40.917Z,170980132091700
"Turn: Q♦, 5♥, 2♦ [2♥]",2024-03-07T08:48:36.913Z,170980131691300
"Flop:  [Q♦, 5♥, 2♦]",2024-03-07T08:48:32.872Z,170980131287200
"""brian @ UAANB4j7WT"" shows a 10♦, A♥.",2024-03-07T08:48:28.842Z,170980130884200
"""donk666 @ KbH85AblgS"" shows a 9♣, K♣.",2024-03-07T08:48:28.534Z,170980130853400
"All players in hand choose to run it twice.",2024-03-07T08:48:27.966Z,170980130796601
"""donk666 @ KbH85AblgS"" chooses to  run it twice.",2024-03-07T08:48:27.966Z,170980130796600
"""brian @ UAANB4j7WT"" chooses to  run it twice.",2024-03-07T08:48:27.743Z,170980130774300
"Remaining players decide whether to run it twice.",2024-03-07T08:48:26.194Z,170980130619401
"""donk666 @ KbH85AblgS"" calls 20.15",2024-03-07T08:48:26.194Z,170980130619400
"""jd @ iAU2EksAh2"" folds",2024-03-07T08:48:22.481Z,170980130248100
"""brian @ UAANB4j7WT"" raises to 20.15 and go all in",2024-03-07T08:48:19.979Z,170980129997900
"""yj @ UXaWQPJt1x"" folds",2024-03-07T08:48:18.015Z,170980129801500
"""donk666 @ KbH85AblgS"" calls 0.30",2024-03-07T08:48:17.113Z,170980129711300
"""jd @ iAU2EksAh2"" raises to 0.30",2024-03-07T08:48:15.931Z,170980129593100
"""michael @ UFkn4-rw65"" folds",2024-03-07T08:48:13.330Z,170980129333000
"""brian @ UAANB4j7WT"" posts a big blind of 0.10",2024-03-07T08:48:12.030Z,170980129203008
"""yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-07T08:48:12.030Z,170980129203007
"Player stacks: #1 ""jd @ iAU2EksAh2"" (40.07) | #2 ""donk666 @ KbH85AblgS"" (55.94) | #3 ""yj @ UXaWQPJt1x"" (44.54) | #4 ""brian @ UAANB4j7WT"" (20.15) | #10 ""michael @ UFkn4-rw65"" (19.36)",2024-03-07T08:48:12.030Z,170980129203001
"-- starting hand #226 (id: lfcvozt8uo0o)  (No Limit Texas Hold'em) (dealer: ""donk666 @ KbH85AblgS"") --",2024-03-07T08:48:12.030Z,170980129203000
"-- ending hand #225 --",2024-03-07T08:48:09.085Z,170980128908502
