entry,at,order
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:38:54.955Z,170608913495500
"River: K♠, A♥, 8♣, 7♣ [9♥]",2024-01-24T09:38:53.834Z,170608913383400
"""aiden# @ _c6_FOIS6W"" calls 0.65",2024-01-24T09:38:52.997Z,170608913299700
"""jd @ 63T0FS8Tfi"" raises to 0.65",2024-01-24T09:38:51.983Z,170608913198300
"""aiden# @ _c6_FOIS6W"" bets 0.20",2024-01-24T09:38:48.722Z,170608912872200
"Turn: K♠, A♥, 8♣ [7♣]",2024-01-24T09:38:43.354Z,170608912335400
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:38:42.535Z,170608912253500
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:38:39.039Z,170608911903900
"Flop:  [K♠, A♥, 8♣]",2024-01-24T09:38:36.022Z,170608911602200
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:38:35.210Z,170608911521000
"""aiden# @ _c6_FOIS6W"" calls 0.10",2024-01-24T09:38:32.448Z,170608911244800
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:38:28.778Z,170608910877800
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-24T09:38:16.308Z,170608909630806
"""aiden# @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-24T09:38:16.308Z,170608909630805
"Player stacks: #1 ""michael @ UFkn4-rw65"" (44.42) | #4 ""aiden# @ _c6_FOIS6W"" (83.93) | #9 ""jd @ 63T0FS8Tfi"" (191.04)",2024-01-24T09:38:16.308Z,170608909630801
"-- starting hand #311 (id: nrl12jrfhgba)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-01-24T09:38:16.308Z,170608909630800
"-- ending hand #310 --",2024-01-24T09:38:13.379Z,170608909337902
"""aiden# @ _c6_FOIS6W"" collected 0.60 from pot",2024-01-24T09:38:13.379Z,170608909337901
"Uncalled bet of 0.60 returned to ""aiden# @ _c6_FOIS6W""",2024-01-24T09:38:13.379Z,170608909337900
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:38:12.514Z,170608909251400
"""aiden# @ _c6_FOIS6W"" bets 0.60",2024-01-24T09:38:10.810Z,170608909081000
"""michael @ UFkn4-rw65"" checks",2024-01-24T09:38:04.446Z,170608908444600
"Turn: 5♣, J♠, 6♥ [J♥]",2024-01-24T09:38:03.294Z,170608908329400
"""michael @ UFkn4-rw65"" calls 0.20",2024-01-24T09:38:02.485Z,170608908248500
"""aiden# @ _c6_FOIS6W"" bets 0.20",2024-01-24T09:37:58.576Z,170608907857600
"""michael @ UFkn4-rw65"" checks",2024-01-24T09:37:52.554Z,170608907255400
"Flop:  [5♣, J♠, 6♥]",2024-01-24T09:37:43.475Z,170608906347500
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:37:42.640Z,170608906264000
"""michael @ UFkn4-rw65"" calls 0.10",2024-01-24T09:37:41.287Z,170608906128700
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T09:37:38.886Z,170608905888600
"""aiden# @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-24T09:37:37.375Z,170608905737507
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-01-24T09:37:37.375Z,170608905737506
"Player stacks: #1 ""michael @ UFkn4-rw65"" (44.72) | #4 ""aiden# @ _c6_FOIS6W"" (83.63) | #9 ""jd @ 63T0FS8Tfi"" (191.04)",2024-01-24T09:37:37.375Z,170608905737502
"-- starting hand #310 (id: k1lu8erbjxzp)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-24T09:37:37.375Z,170608905737501
"The player ""jon @ MP935AvtsQ"" quits the game with a stack of 114.34.",2024-01-24T09:37:37.375Z,170608905737500
"-- ending hand #309 --",2024-01-24T09:37:34.466Z,170608905446602
"""aiden# @ _c6_FOIS6W"" collected 0.90 from pot",2024-01-24T09:37:34.466Z,170608905446601
"Uncalled bet of 0.40 returned to ""aiden# @ _c6_FOIS6W""",2024-01-24T09:37:34.466Z,170608905446600
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:37:33.627Z,170608905362700
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T09:37:32.667Z,170608905266700
"""aiden# @ _c6_FOIS6W"" bets 0.40",2024-01-24T09:37:27.023Z,170608904702300
"""michael @ UFkn4-rw65"" checks",2024-01-24T09:37:23.734Z,170608904373400
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:37:22.555Z,170608904255500
"Flop:  [Q♣, 4♣, 10♠]",2024-01-24T09:37:19.242Z,170608903924200
"""michael @ UFkn4-rw65"" calls 0.30",2024-01-24T09:37:18.405Z,170608903840500
"""jd @ 63T0FS8Tfi"" calls 0.30",2024-01-24T09:37:15.748Z,170608903574800
"""aiden# @ _c6_FOIS6W"" raises to 0.30",2024-01-24T09:37:12.905Z,170608903290500
"""jon @ MP935AvtsQ"" folds",2024-01-24T09:37:08.734Z,170608902873400
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-01-24T09:37:06.167Z,170608902616707
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-24T09:37:06.167Z,170608902616706
"Player stacks: #1 ""michael @ UFkn4-rw65"" (45.02) | #2 ""jon @ MP935AvtsQ"" (114.34) | #4 ""aiden# @ _c6_FOIS6W"" (83.03) | #9 ""jd @ 63T0FS8Tfi"" (191.34)",2024-01-24T09:37:06.167Z,170608902616701
"-- starting hand #309 (id: pmjl2gpxjkq0)  (No Limit Texas Hold'em) (dealer: ""aiden# @ _c6_FOIS6W"") --",2024-01-24T09:37:06.167Z,170608902616700
"-- ending hand #308 --",2024-01-24T09:37:00.163Z,170608902016303
"""jd @ 63T0FS8Tfi"" shows a 5♥, 4♣.",2024-01-24T09:37:00.163Z,170608902016302
"""jon @ MP935AvtsQ"" collected 8.61 from pot with Pair, 6's (combination: 6♥, 6♦, A♦, K♣, Q♥)",2024-01-24T09:37:00.163Z,170608902016301
"""jon @ MP935AvtsQ"" shows a A♦, K♣.",2024-01-24T09:37:00.163Z,170608902016300
"""jon @ MP935AvtsQ"" checks",2024-01-24T09:36:59.346Z,170608901934600
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:36:58.170Z,170608901817000
"River: 10♦, Q♥, 2♥, 6♥ [6♦]",2024-01-24T09:36:56.068Z,170608901606800
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T09:36:55.261Z,170608901526100
"""jon @ MP935AvtsQ"" calls 2.58",2024-01-24T09:36:53.377Z,170608901337700
"""jd @ 63T0FS8Tfi"" bets 2.58",2024-01-24T09:36:52.552Z,170608901255200
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:36:49.229Z,170608900922900
"Turn: 10♦, Q♥, 2♥ [6♥]",2024-01-24T09:36:47.248Z,170608900724800
"""jon @ MP935AvtsQ"" checks",2024-01-24T09:36:46.423Z,170608900642300
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:36:45.572Z,170608900557200
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:36:43.628Z,170608900362800
"Flop:  [10♦, Q♥, 2♥]",2024-01-24T09:36:39.041Z,170608899904100
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:36:38.232Z,170608899823200
"""jd @ 63T0FS8Tfi"" calls 1.05",2024-01-24T09:36:36.691Z,170608899669100
"""aiden# @ _c6_FOIS6W"" calls 1.05",2024-01-24T09:36:34.870Z,170608899487000
"""jon @ MP935AvtsQ"" raises to 1.05",2024-01-24T09:36:27.787Z,170608898778700
"""michael @ UFkn4-rw65"" raises to 0.30",2024-01-24T09:36:25.247Z,170608898524700
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-24T09:36:21.929Z,170608898192908
"""aiden# @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-24T09:36:21.929Z,170608898192907
"Player stacks: #1 ""michael @ UFkn4-rw65"" (45.32) | #2 ""jon @ MP935AvtsQ"" (109.36) | #4 ""aiden# @ _c6_FOIS6W"" (84.08) | #9 ""jd @ 63T0FS8Tfi"" (194.97)",2024-01-24T09:36:21.929Z,170608898192902
"-- starting hand #308 (id: xk0pqyzv43gd)  (No Limit Texas Hold'em) (dealer: ""jon @ MP935AvtsQ"") --",2024-01-24T09:36:21.929Z,170608898192901
"The player ""Jaden @ fGkMjzbngi"" quits the game with a stack of 0.00.",2024-01-24T09:36:21.929Z,170608898192900
"-- ending hand #307 --",2024-01-24T09:36:15.914Z,170608897591401
"""jon @ MP935AvtsQ"" collected 21.48 from pot with Two Pair, Q's & 9's (combination: Q♠, Q♣, 9♥, 9♣, 7♥)",2024-01-24T09:36:15.914Z,170608897591400
"River: 5♠, 7♥, 9♣, Q♣ [4♣]",2024-01-24T09:36:11.912Z,170608897191200
"Turn: 5♠, 7♥, 9♣ [Q♣]",2024-01-24T09:36:07.908Z,170608896790800
"""Jaden @ fGkMjzbngi"" shows a 2♣, 2♠.",2024-01-24T09:36:03.860Z,170608896386000
"""jon @ MP935AvtsQ"" shows a Q♠, 9♥.",2024-01-24T09:36:03.423Z,170608896342300
"""jon @ MP935AvtsQ"" calls 8.49",2024-01-24T09:36:03.020Z,170608896302000
"""Jaden @ fGkMjzbngi"" raises to 8.49 and go all in",2024-01-24T09:36:00.781Z,170608896078100
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T09:35:53.845Z,170608895384500
"""jon @ MP935AvtsQ"" bets 2.15",2024-01-24T09:35:41.043Z,170608894104300
"Flop:  [5♠, 7♥, 9♣]",2024-01-24T09:35:34.264Z,170608893426400
"""jon @ MP935AvtsQ"" calls 1.40",2024-01-24T09:35:33.459Z,170608893345900
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:35:32.206Z,170608893220600
"""Jaden @ fGkMjzbngi"" calls 1.40",2024-01-24T09:35:29.175Z,170608892917500
"""aiden# @ _c6_FOIS6W"" raises to 1.40",2024-01-24T09:35:23.223Z,170608892322300
"""jon @ MP935AvtsQ"" calls 0.30",2024-01-24T09:35:17.309Z,170608891730900
"""michael @ UFkn4-rw65"" calls 0.30",2024-01-24T09:35:15.730Z,170608891573000
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T09:35:08.468Z,170608890846800
"""Jaden @ fGkMjzbngi"" raises to 0.30",2024-01-24T09:35:07.556Z,170608890755600
"""aiden# @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-24T09:35:04.684Z,170608890468409
"""jon @ MP935AvtsQ"" posts a small blind of 0.05",2024-01-24T09:35:04.684Z,170608890468408
"Player stacks: #1 ""michael @ UFkn4-rw65"" (45.62) | #2 ""jon @ MP935AvtsQ"" (97.77) | #4 ""aiden# @ _c6_FOIS6W"" (85.48) | #5 ""Jaden @ fGkMjzbngi"" (9.89) | #9 ""jd @ 63T0FS8Tfi"" (194.97)",2024-01-24T09:35:04.684Z,170608890468402
"-- starting hand #307 (id: xsbg35lxyt9c)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-01-24T09:35:04.684Z,170608890468401
"The player ""yonj @ sPeQ1UX8bj"" quits the game with a stack of 159.35.",2024-01-24T09:35:04.684Z,170608890468400
"-- ending hand #306 --",2024-01-24T09:34:58.678Z,170608889867801
"""michael @ UFkn4-rw65"" collected 45.62 from pot with Flush, Ks High (combination: K♠, 9♠, 7♠, 5♠, 3♠)",2024-01-24T09:34:58.678Z,170608889867800
"River: 4♦, K♠, 3♠, 7♠ [5♠]",2024-01-24T09:34:54.670Z,170608889467000
"Turn: 4♦, K♠, 3♠ [7♠]",2024-01-24T09:34:50.662Z,170608889066200
"Flop:  [4♦, K♠, 3♠]",2024-01-24T09:34:46.659Z,170608888665900
"""Jaden @ fGkMjzbngi"" shows a Q♦, Q♣.",2024-01-24T09:34:42.655Z,170608888265501
"""michael @ UFkn4-rw65"" shows a 9♠, 9♥.",2024-01-24T09:34:42.655Z,170608888265500
"""Jaden @ fGkMjzbngi"" calls 22.66",2024-01-24T09:34:41.804Z,170608888180400
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T09:34:40.321Z,170608888032100
"""jon @ MP935AvtsQ"" folds",2024-01-24T09:34:39.418Z,170608887941800
"""michael @ UFkn4-rw65"" raises to 22.66 and go all in",2024-01-24T09:34:36.409Z,170608887640900
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T09:34:34.119Z,170608887411900
"""Jaden @ fGkMjzbngi"" raises to 0.60",2024-01-24T09:34:28.194Z,170608886819400
"""aiden# @ _c6_FOIS6W"" raises to 0.20",2024-01-24T09:34:24.924Z,170608886492400
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T09:34:20.400Z,170608886040000
"""jon @ MP935AvtsQ"" posts a big blind of 0.10",2024-01-24T09:34:16.723Z,170608885672309
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-01-24T09:34:16.723Z,170608885672308
"Player stacks: #1 ""michael @ UFkn4-rw65"" (22.66) | #2 ""jon @ MP935AvtsQ"" (97.87) | #3 ""yonj @ sPeQ1UX8bj"" (159.35) | #4 ""aiden# @ _c6_FOIS6W"" (85.68) | #5 ""Jaden @ fGkMjzbngi"" (32.55) | #9 ""jd @ 63T0FS8Tfi"" (194.97)",2024-01-24T09:34:16.723Z,170608885672301
"-- starting hand #306 (id: l317beqnzydb)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-24T09:34:16.723Z,170608885672300
"-- ending hand #305 --",2024-01-24T09:34:10.721Z,170608885072102
"""jd @ 63T0FS8Tfi"" collected 10.00 from pot with Two Pair, 8's & 5's (combination: 8♣, 8♥, 5♠, 5♦, K♣)",2024-01-24T09:34:10.721Z,170608885072101
"""jd @ 63T0FS8Tfi"" shows a 8♣, 8♥.",2024-01-24T09:34:10.721Z,170608885072100
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:34:09.857Z,170608884985700
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T09:34:07.841Z,170608884784100
"River: 2♣, K♣, 5♠, 5♦ [3♥]",2024-01-24T09:34:05.561Z,170608884556100
"""aiden# @ _c6_FOIS6W"" calls 2.50",2024-01-24T09:34:04.723Z,170608884472300
"""jd @ 63T0FS8Tfi"" bets 2.50",2024-01-24T09:33:38.748Z,170608881874800
"Turn: 2♣, K♣, 5♠ [5♦]",2024-01-24T09:33:33.834Z,170608881383400
"""aiden# @ _c6_FOIS6W"" calls 1.25",2024-01-24T09:33:32.987Z,170608881298700
"""jd @ 63T0FS8Tfi"" bets 1.25",2024-01-24T09:33:25.546Z,170608880554600
"Flop:  [2♣, K♣, 5♠]",2024-01-24T09:33:21.816Z,170608880181600
"""aiden# @ _c6_FOIS6W"" calls 1.20",2024-01-24T09:33:20.997Z,170608880099700
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:33:19.158Z,170608879915800
"""jd @ 63T0FS8Tfi"" raises to 1.20",2024-01-24T09:33:17.244Z,170608879724400
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T09:33:12.265Z,170608879226500
"""aiden# @ _c6_FOIS6W"" raises to 0.25",2024-01-24T09:33:11.258Z,170608879125800
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T09:33:05.667Z,170608878566700
"""jon @ MP935AvtsQ"" folds",2024-01-24T09:33:04.727Z,170608878472700
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-01-24T09:33:02.785Z,170608878278509
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-24T09:33:02.785Z,170608878278508
"Player stacks: #1 ""michael @ UFkn4-rw65"" (22.76) | #2 ""jon @ MP935AvtsQ"" (97.87) | #3 ""yonj @ sPeQ1UX8bj"" (159.35) | #4 ""aiden# @ _c6_FOIS6W"" (90.63) | #5 ""Jaden @ fGkMjzbngi"" (32.55) | #9 ""jd @ 63T0FS8Tfi"" (189.92)",2024-01-24T09:33:02.785Z,170608878278501
"-- starting hand #305 (id: h96yns1ytmxm)  (No Limit Texas Hold'em) (dealer: ""Jaden @ fGkMjzbngi"") --",2024-01-24T09:33:02.785Z,170608878278500
"-- ending hand #304 --",2024-01-24T09:32:59.854Z,170608877985402
"""Jaden @ fGkMjzbngi"" collected 0.96 from pot",2024-01-24T09:32:59.854Z,170608877985401
"Uncalled bet of 0.96 returned to ""Jaden @ fGkMjzbngi""",2024-01-24T09:32:59.854Z,170608877985400
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T09:32:59.005Z,170608877900500
"""Jaden @ fGkMjzbngi"" bets 0.96",2024-01-24T09:32:46.013Z,170608876601300
"River: 8♥, 3♦, 10♠, 7♦ [9♥]",2024-01-24T09:32:39.028Z,170608875902800
"""yonj @ sPeQ1UX8bj"" checks",2024-01-24T09:32:38.186Z,170608875818600
"""Jaden @ fGkMjzbngi"" checks",2024-01-24T09:32:30.429Z,170608875042900
"Turn: 8♥, 3♦, 10♠ [7♦]",2024-01-24T09:32:28.939Z,170608874893900
"""Jaden @ fGkMjzbngi"" calls 0.19",2024-01-24T09:32:28.126Z,170608874812600
"""yonj @ sPeQ1UX8bj"" bets 0.19",2024-01-24T09:32:24.022Z,170608874402200
"""Jaden @ fGkMjzbngi"" checks",2024-01-24T09:32:13.126Z,170608873312600
"Flop:  [8♥, 3♦, 10♠]",2024-01-24T09:32:10.926Z,170608873092600
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T09:32:10.123Z,170608873012300
"""Jaden @ fGkMjzbngi"" calls 0.24",2024-01-24T09:32:09.194Z,170608872919400
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T09:32:07.046Z,170608872704600
"""yonj @ sPeQ1UX8bj"" raises to 0.24",2024-01-24T09:32:06.140Z,170608872614000
"""jon @ MP935AvtsQ"" folds",2024-01-24T09:32:03.269Z,170608872326900
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:32:02.433Z,170608872243300
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-24T09:31:59.913Z,170608871991309
"""Jaden @ fGkMjzbngi"" posts a small blind of 0.05",2024-01-24T09:31:59.913Z,170608871991308
"Player stacks: #1 ""michael @ UFkn4-rw65"" (22.76) | #2 ""jon @ MP935AvtsQ"" (97.87) | #3 ""yonj @ sPeQ1UX8bj"" (159.78) | #4 ""aiden# @ _c6_FOIS6W"" (90.63) | #5 ""Jaden @ fGkMjzbngi"" (32.02) | #9 ""jd @ 63T0FS8Tfi"" (190.02)",2024-01-24T09:31:59.913Z,170608871991301
"-- starting hand #304 (id: abh7eacggtcw)  (No Limit Texas Hold'em) (dealer: ""aiden# @ _c6_FOIS6W"") --",2024-01-24T09:31:59.913Z,170608871991300
"""yonj @ sPeQ1UX8bj"" shows a 4♥, Q♦.",2024-01-24T09:31:57.869Z,170608871786900
"-- ending hand #303 --",2024-01-24T09:31:56.309Z,170608871630902
"""jd @ 63T0FS8Tfi"" collected 2.20 from pot",2024-01-24T09:31:56.309Z,170608871630901
"Uncalled bet of 1.10 returned to ""jd @ 63T0FS8Tfi""",2024-01-24T09:31:56.309Z,170608871630900
"""jon @ MP935AvtsQ"" folds",2024-01-24T09:31:55.435Z,170608871543500
"""jd @ 63T0FS8Tfi"" bets 1.10",2024-01-24T09:31:49.268Z,170608870926800
"Turn: K♣, 3♠, 5♥ [6♣]",2024-01-24T09:31:45.697Z,170608870569700
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T09:31:44.825Z,170608870482500
"""jon @ MP935AvtsQ"" calls 0.45",2024-01-24T09:31:43.016Z,170608870301600
"""michael @ UFkn4-rw65"" folds",2024-01-24T09:31:40.454Z,170608870045400
"""jd @ 63T0FS8Tfi"" bets 0.45",2024-01-24T09:31:36.401Z,170608869640100
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T09:31:31.644Z,170608869164400
"Flop:  [K♣, 3♠, 5♥]",2024-01-24T09:31:26.077Z,170608868607700
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T09:31:25.175Z,170608868517500
"""aiden# @ _c6_FOIS6W"" calls 0.30",2024-01-24T09:31:24.273Z,170608868427300
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T09:31:19.148Z,170608867914800
"""jon @ MP935AvtsQ"" calls 0.30",2024-01-24T09:31:18.239Z,170608867823900
"""michael @ UFkn4-rw65"" calls 0.30",2024-01-24T09:31:15.170Z,170608867517000
"""jd @ 63T0FS8Tfi"" raises to 0.30",2024-01-24T09:31:11.640Z,170608867164000
"""Jaden @ fGkMjzbngi"" posts a big blind of 0.10",2024-01-24T09:31:03.454Z,170608866345409
"""aiden# @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-24T09:31:03.454Z,170608866345408
"Player stacks: #1 ""michael @ UFkn4-rw65"" (23.06) | #2 ""jon @ MP935AvtsQ"" (98.62) | #3 ""yonj @ sPeQ1UX8bj"" (159.78) | #4 ""aiden# @ _c6_FOIS6W"" (90.93) | #5 ""Jaden @ fGkMjzbngi"" (32.12) | #9 ""jd @ 63T0FS8Tfi"" (188.57)",2024-01-24T09:31:03.454Z,170608866345401
"-- starting hand #303 (id: evwfxjjhhtxf)  (No Limit Texas Hold'em) (dealer: ""yonj @ sPeQ1UX8bj"") --",2024-01-24T09:31:03.454Z,170608866345400
"""yonj @ sPeQ1UX8bj"" shows a 5♣, 5♠.",2024-01-24T09:30:58.781Z,170608865878100
"-- ending hand #302 --",2024-01-24T09:30:56.921Z,170608865692103
