entry,at,order
"""Jaden @ fGkMjzbngi"" raises to 0.30",2024-01-24T08:24:17.492Z,170608465749200
"""aiden# @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-24T08:24:14.528Z,170608465452809
"""yonj @ sPeQ1UX8bj"" posts a small blind of 0.05",2024-01-24T08:24:14.528Z,170608465452808
"Player stacks: #1 ""michael @ UFkn4-rw65"" (40.97) | #2 ""jon @ MP935AvtsQ"" (97.00) | #3 ""yonj @ sPeQ1UX8bj"" (120.24) | #4 ""aiden# @ _c6_FOIS6W"" (66.84) | #5 ""Jaden @ fGkMjzbngi"" (37.68) | #9 ""jd @ 63T0FS8Tfi"" (190.35)",2024-01-24T08:24:14.528Z,170608465452801
"-- starting hand #236 (id: nwlxv8k3cr57)  (No Limit Texas Hold'em) (dealer: ""jon @ MP935AvtsQ"") --",2024-01-24T08:24:14.528Z,170608465452800
"-- ending hand #235 --",2024-01-24T08:24:08.517Z,170608464851702
"""yonj @ sPeQ1UX8bj"" collected 2.60 from pot with Three of a Kind, 4's (combination: 4♥, 4♣, 4♠, 10♣, 8♥)",2024-01-24T08:24:08.517Z,170608464851701
"""yonj @ sPeQ1UX8bj"" shows a 4♥, 4♣.",2024-01-24T08:24:08.517Z,170608464851700
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:24:07.674Z,170608464767400
"""yonj @ sPeQ1UX8bj"" checks",2024-01-24T08:24:03.593Z,170608464359300
"River: 3♣, 4♠, 8♥, 7♣ [10♣]",2024-01-24T08:23:45.016Z,170608462501600
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:23:44.172Z,170608462417200
"""yonj @ sPeQ1UX8bj"" checks",2024-01-24T08:23:30.294Z,170608461029400
"Turn: 3♣, 4♠, 8♥ [7♣]",2024-01-24T08:23:15.016Z,170608459501600
"""aiden# @ _c6_FOIS6W"" calls 1.00",2024-01-24T08:23:14.159Z,170608459415900
"""yonj @ sPeQ1UX8bj"" raises to 1.00",2024-01-24T08:23:03.233Z,170608458323300
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:22:44.439Z,170608456443900
"""aiden# @ _c6_FOIS6W"" bets 0.25",2024-01-24T08:22:43.596Z,170608456359600
"""yonj @ sPeQ1UX8bj"" checks",2024-01-24T08:22:38.046Z,170608455804600
"""jon @ MP935AvtsQ"" checks",2024-01-24T08:22:35.442Z,170608455544200
"Flop:  [3♣, 4♠, 8♥]",2024-01-24T08:22:34.302Z,170608455430200
"""yonj @ sPeQ1UX8bj"" calls 0.20",2024-01-24T08:22:33.444Z,170608455344400
"""jon @ MP935AvtsQ"" calls 0.20",2024-01-24T08:22:31.756Z,170608455175600
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:22:30.482Z,170608455048200
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:22:26.729Z,170608454672900
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:22:25.816Z,170608454581600
"""aiden# @ _c6_FOIS6W"" raises to 0.20",2024-01-24T08:22:24.834Z,170608454483400
"""yonj @ sPeQ1UX8bj"" posts a big blind of 0.10",2024-01-24T08:22:22.692Z,170608454269209
"""jon @ MP935AvtsQ"" posts a small blind of 0.05",2024-01-24T08:22:22.692Z,170608454269208
"Player stacks: #1 ""michael @ UFkn4-rw65"" (40.97) | #2 ""jon @ MP935AvtsQ"" (97.20) | #3 ""yonj @ sPeQ1UX8bj"" (118.84) | #4 ""aiden# @ _c6_FOIS6W"" (68.04) | #5 ""Jaden @ fGkMjzbngi"" (37.68) | #9 ""jd @ 63T0FS8Tfi"" (190.35)",2024-01-24T08:22:22.692Z,170608454269201
"-- starting hand #235 (id: hywq046joo1f)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-01-24T08:22:22.692Z,170608454269200
"-- ending hand #234 --",2024-01-24T08:22:16.686Z,170608453668602
"""jd @ 63T0FS8Tfi"" collected 4.49 from pot with Flush, Qc High (combination: Q♣, J♣, 10♣, 9♣, 2♣)",2024-01-24T08:22:16.686Z,170608453668601
"""jd @ 63T0FS8Tfi"" shows a 2♣, 9♣.",2024-01-24T08:22:16.686Z,170608453668600
"""Jaden @ fGkMjzbngi"" calls 0.97",2024-01-24T08:22:15.855Z,170608453585500
"""jd @ 63T0FS8Tfi"" bets 0.97",2024-01-24T08:22:12.258Z,170608453225800
"""Jaden @ fGkMjzbngi"" checks",2024-01-24T08:22:05.602Z,170608452560200
"River: A♦, 10♣, 3♠, J♣ [Q♣]",2024-01-24T08:22:00.223Z,170608452022300
"""jd @ 63T0FS8Tfi"" calls 0.60",2024-01-24T08:21:59.385Z,170608451938500
"""Jaden @ fGkMjzbngi"" bets 0.60",2024-01-24T08:21:57.346Z,170608451734600
"Turn: A♦, 10♣, 3♠ [J♣]",2024-01-24T08:21:50.708Z,170608451070800
"""jd @ 63T0FS8Tfi"" calls 0.30",2024-01-24T08:21:49.869Z,170608450986900
"""Jaden @ fGkMjzbngi"" bets 0.30",2024-01-24T08:21:48.165Z,170608450816500
"Flop:  [A♦, 10♣, 3♠]",2024-01-24T08:21:44.266Z,170608450426600
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:21:43.465Z,170608450346500
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:21:42.601Z,170608450260100
"""jd @ 63T0FS8Tfi"" calls 0.30",2024-01-24T08:21:41.349Z,170608450134900
"""Jaden @ fGkMjzbngi"" raises to 0.30",2024-01-24T08:21:40.020Z,170608450002000
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T08:21:37.686Z,170608449768600
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:21:36.158Z,170608449615800
"""jon @ MP935AvtsQ"" posts a big blind of 0.10",2024-01-24T08:21:34.059Z,170608449405909
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-01-24T08:21:34.059Z,170608449405908
"Player stacks: #1 ""michael @ UFkn4-rw65"" (41.02) | #2 ""jon @ MP935AvtsQ"" (97.30) | #3 ""yonj @ sPeQ1UX8bj"" (118.84) | #4 ""aiden# @ _c6_FOIS6W"" (68.04) | #5 ""Jaden @ fGkMjzbngi"" (39.85) | #9 ""jd @ 63T0FS8Tfi"" (188.03)",2024-01-24T08:21:34.059Z,170608449405901
"-- starting hand #234 (id: dngkgdqo9c1n)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-24T08:21:34.059Z,170608449405900
"-- ending hand #233 --",2024-01-24T08:21:28.046Z,170608448804602
"""jd @ 63T0FS8Tfi"" collected 12.09 from pot with Two Pair, K's & 9's (combination: K♠, K♦, 9♠, 9♥, Q♠)",2024-01-24T08:21:28.046Z,170608448804601
"""jd @ 63T0FS8Tfi"" shows a 8♠, 9♠.",2024-01-24T08:21:28.046Z,170608448804600
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:21:27.231Z,170608448723100
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:21:24.923Z,170608448492300
"River: Q♠, 7♥, 9♥, K♠ [K♦]",2024-01-24T08:21:21.119Z,170608448111900
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:21:20.288Z,170608448028800
"""jd @ 63T0FS8Tfi"" calls 2.77",2024-01-24T08:21:17.510Z,170608447751000
"""aiden# @ _c6_FOIS6W"" bets 2.77",2024-01-24T08:21:15.564Z,170608447556400
"""jon @ MP935AvtsQ"" checks",2024-01-24T08:21:00.591Z,170608446059100
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:20:59.701Z,170608445970100
"Turn: Q♠, 7♥, 9♥ [K♠]",2024-01-24T08:20:55.095Z,170608445509500
"""jd @ 63T0FS8Tfi"" calls 1.15",2024-01-24T08:20:54.214Z,170608445421400
"""aiden# @ _c6_FOIS6W"" calls 1.15",2024-01-24T08:20:52.434Z,170608445243400
"""jon @ MP935AvtsQ"" bets 1.15",2024-01-24T08:20:43.333Z,170608444333300
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:20:40.034Z,170608444003400
"Flop:  [Q♠, 7♥, 9♥]",2024-01-24T08:20:34.080Z,170608443408000
"""jon @ MP935AvtsQ"" calls 1.00",2024-01-24T08:20:33.263Z,170608443326300
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:20:29.965Z,170608442996500
"""jd @ 63T0FS8Tfi"" calls 1.00",2024-01-24T08:20:29.069Z,170608442906900
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:20:28.155Z,170608442815500
"""aiden# @ _c6_FOIS6W"" raises to 1.00",2024-01-24T08:20:21.115Z,170608442111500
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:20:15.199Z,170608441519900
"""jon @ MP935AvtsQ"" raises to 0.35",2024-01-24T08:20:14.270Z,170608441427000
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-01-24T08:20:12.460Z,170608441246009
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-24T08:20:12.460Z,170608441246008
"Player stacks: #1 ""michael @ UFkn4-rw65"" (41.12) | #2 ""jon @ MP935AvtsQ"" (99.45) | #3 ""yonj @ sPeQ1UX8bj"" (118.84) | #4 ""aiden# @ _c6_FOIS6W"" (72.96) | #5 ""Jaden @ fGkMjzbngi"" (39.85) | #9 ""jd @ 63T0FS8Tfi"" (180.86)",2024-01-24T08:20:12.460Z,170608441246001
"-- starting hand #233 (id: uhiu1nvc5dao)  (No Limit Texas Hold'em) (dealer: ""Jaden @ fGkMjzbngi"") --",2024-01-24T08:20:12.460Z,170608441246000
"""yonj @ sPeQ1UX8bj"" shows a A♥, 3♥.",2024-01-24T08:20:09.994Z,170608440999400
"-- ending hand #232 --",2024-01-24T08:20:08.762Z,170608440876202
"""yonj @ sPeQ1UX8bj"" collected 1.97 from pot",2024-01-24T08:20:08.762Z,170608440876201
"Uncalled bet of 1.47 returned to ""yonj @ sPeQ1UX8bj""",2024-01-24T08:20:08.762Z,170608440876200
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:20:07.948Z,170608440794800
"""yonj @ sPeQ1UX8bj"" bets 1.47",2024-01-24T08:20:07.009Z,170608440700900
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:19:46.179Z,170608438617900
"River: 6♠, K♠, 3♠, A♣ [5♣]",2024-01-24T08:19:43.819Z,170608438381900
"""jd @ 63T0FS8Tfi"" calls 0.59",2024-01-24T08:19:42.938Z,170608438293800
"""yonj @ sPeQ1UX8bj"" bets 0.59",2024-01-24T08:19:34.730Z,170608437473000
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:19:13.613Z,170608435361300
"Turn: 6♠, K♠, 3♠ [A♣]",2024-01-24T08:19:11.381Z,170608435138100
"""jd @ 63T0FS8Tfi"" calls 0.13",2024-01-24T08:19:10.544Z,170608435054400
"""yonj @ sPeQ1UX8bj"" bets 0.13",2024-01-24T08:19:08.613Z,170608434861300
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:18:56.025Z,170608433602500
"Flop:  [6♠, K♠, 3♠]",2024-01-24T08:18:53.316Z,170608433331600
"""jd @ 63T0FS8Tfi"" calls 0.24",2024-01-24T08:18:52.485Z,170608433248500
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:18:51.228Z,170608433122800
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T08:18:43.893Z,170608432389300
"""yonj @ sPeQ1UX8bj"" raises to 0.24",2024-01-24T08:18:42.951Z,170608432295100
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:18:36.736Z,170608431673600
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:18:35.892Z,170608431589200
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-24T08:18:26.804Z,170608430680409
"""Jaden @ fGkMjzbngi"" posts a small blind of 0.05",2024-01-24T08:18:26.804Z,170608430680408
"Player stacks: #1 ""michael @ UFkn4-rw65"" (41.12) | #2 ""jon @ MP935AvtsQ"" (99.45) | #3 ""yonj @ sPeQ1UX8bj"" (117.83) | #4 ""aiden# @ _c6_FOIS6W"" (72.96) | #5 ""Jaden @ fGkMjzbngi"" (39.90) | #9 ""jd @ 63T0FS8Tfi"" (181.82)",2024-01-24T08:18:26.804Z,170608430680401
"-- starting hand #232 (id: hav3odtfanlr)  (No Limit Texas Hold'em) (dealer: ""aiden# @ _c6_FOIS6W"") --",2024-01-24T08:18:26.804Z,170608430680400
"""aiden# @ _c6_FOIS6W"" shows a 9♦, 8♦.",2024-01-24T08:18:25.035Z,170608430503500
"""michael @ UFkn4-rw65"" shows a A♥, A♦.",2024-01-24T08:18:23.632Z,170608430363200
"-- ending hand #231 --",2024-01-24T08:18:22.480Z,170608430248002
"""michael @ UFkn4-rw65"" collected 0.75 from pot",2024-01-24T08:18:22.480Z,170608430248001
"Uncalled bet of 0.70 returned to ""michael @ UFkn4-rw65""",2024-01-24T08:18:22.480Z,170608430248000
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:18:21.653Z,170608430165300
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:18:18.687Z,170608429868700
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T08:18:17.757Z,170608429775700
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:18:08.767Z,170608428876700
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:18:07.849Z,170608428784900
"""michael @ UFkn4-rw65"" raises to 1.00",2024-01-24T08:18:06.988Z,170608428698800
"""jd @ 63T0FS8Tfi"" raises to 0.30",2024-01-24T08:18:02.918Z,170608428291800
"""Jaden @ fGkMjzbngi"" posts a big blind of 0.10",2024-01-24T08:17:59.612Z,170608427961209
"""aiden# @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-24T08:17:59.612Z,170608427961208
"Player stacks: #1 ""michael @ UFkn4-rw65"" (40.67) | #2 ""jon @ MP935AvtsQ"" (99.45) | #3 ""yonj @ sPeQ1UX8bj"" (117.83) | #4 ""aiden# @ _c6_FOIS6W"" (73.01) | #5 ""Jaden @ fGkMjzbngi"" (40.00) | #9 ""jd @ 63T0FS8Tfi"" (182.12)",2024-01-24T08:17:59.612Z,170608427961201
"-- starting hand #231 (id: obvtglpdp7us)  (No Limit Texas Hold'em) (dealer: ""yonj @ sPeQ1UX8bj"") --",2024-01-24T08:17:59.612Z,170608427961200
"""yonj @ sPeQ1UX8bj"" shows a 10♣, 3♣.",2024-01-24T08:17:56.660Z,170608427666000
"-- ending hand #230 --",2024-01-24T08:17:53.077Z,170608427307702
"""jd @ 63T0FS8Tfi"" collected 3.25 from pot with Flush, 9c High (combination: 9♣, 7♣, 6♣, 4♣, 2♣)",2024-01-24T08:17:53.077Z,170608427307701
"""jd @ 63T0FS8Tfi"" shows a 2♣, 4♣.",2024-01-24T08:17:53.077Z,170608427307700
"""aiden# @ _c6_FOIS6W"" calls 1.00",2024-01-24T08:17:52.247Z,170608427224700
"""jd @ 63T0FS8Tfi"" raises to 1.00",2024-01-24T08:17:35.026Z,170608425502600
"""aiden# @ _c6_FOIS6W"" bets 0.40",2024-01-24T08:17:30.827Z,170608425082700
"River: 10♦, 6♣, 7♣, Q♠ [9♣]",2024-01-24T08:17:25.257Z,170608424525700
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:17:24.434Z,170608424443400
"""jd @ 63T0FS8Tfi"" calls 0.30",2024-01-24T08:17:22.522Z,170608424252200
"""aiden# @ _c6_FOIS6W"" bets 0.30",2024-01-24T08:17:20.996Z,170608424099600
"Turn: 10♦, 6♣, 7♣ [Q♠]",2024-01-24T08:17:15.248Z,170608423524800
"""aiden# @ _c6_FOIS6W"" calls 0.10",2024-01-24T08:17:14.430Z,170608423443000
"""jon @ MP935AvtsQ"" calls 0.10",2024-01-24T08:17:13.521Z,170608423352100
"""jd @ 63T0FS8Tfi"" bets 0.10",2024-01-24T08:17:12.280Z,170608423228000
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:17:07.923Z,170608422792300
"Flop:  [10♦, 6♣, 7♣]",2024-01-24T08:17:05.373Z,170608422537300
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:17:04.551Z,170608422455100
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:17:03.294Z,170608422329400
"""jon @ MP935AvtsQ"" calls 0.10",2024-01-24T08:17:02.382Z,170608422238200
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:17:00.327Z,170608422032700
"""jd @ 63T0FS8Tfi"" calls 0.10",2024-01-24T08:16:52.326Z,170608421232600
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:16:48.983Z,170608420898300
"""aiden# @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-24T08:16:47.726Z,170608420772609
"""yonj @ sPeQ1UX8bj"" posts a small blind of 0.05",2024-01-24T08:16:47.726Z,170608420772608
"Player stacks: #1 ""michael @ UFkn4-rw65"" (40.67) | #2 ""jon @ MP935AvtsQ"" (99.65) | #3 ""yonj @ sPeQ1UX8bj"" (117.88) | #4 ""aiden# @ _c6_FOIS6W"" (74.51) | #5 ""Jaden @ fGkMjzbngi"" (40.00) | #9 ""jd @ 63T0FS8Tfi"" (180.37)",2024-01-24T08:16:47.726Z,170608420772601
"-- starting hand #230 (id: 0cgr9ccgb03e)  (No Limit Texas Hold'em) (dealer: ""jon @ MP935AvtsQ"") --",2024-01-24T08:16:47.726Z,170608420772600
"-- ending hand #229 --",2024-01-24T08:16:44.792Z,170608420479202
"""michael @ UFkn4-rw65"" collected 7.89 from pot",2024-01-24T08:16:44.792Z,170608420479201
"Uncalled bet of 8.19 returned to ""michael @ UFkn4-rw65""",2024-01-24T08:16:44.792Z,170608420479200
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:16:43.952Z,170608420395200
"""michael @ UFkn4-rw65"" bets 8.19",2024-01-24T08:16:42.441Z,170608420244100
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:16:33.906Z,170608419390600
"River: A♥, K♥, 5♥, 4♠ [9♠]",2024-01-24T08:16:22.529Z,170608418252900
"""michael @ UFkn4-rw65"" calls 1.97",2024-01-24T08:16:21.726Z,170608418172600
"""jd @ 63T0FS8Tfi"" bets 1.97",2024-01-24T08:15:57.660Z,170608415766000
"Turn: A♥, K♥, 5♥ [4♠]",2024-01-24T08:15:52.800Z,170608415280000
"""michael @ UFkn4-rw65"" calls 0.80",2024-01-24T08:15:51.990Z,170608415199000
"""jd @ 63T0FS8Tfi"" bets 0.80",2024-01-24T08:15:45.271Z,170608414527100
"Flop:  [A♥, K♥, 5♥]",2024-01-24T08:15:38.567Z,170608413856700
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T08:15:37.755Z,170608413775500
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:15:33.835Z,170608413383500
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:15:32.933Z,170608413293300
"""michael @ UFkn4-rw65"" calls 1.00",2024-01-24T08:15:29.833Z,170608412983300
"""jd @ 63T0FS8Tfi"" raises to 1.00",2024-01-24T08:15:25.883Z,170608412588300
"""Jaden @ fGkMjzbngi"" folds",2024-01-24T08:15:22.206Z,170608412220600
"""aiden# @ _c6_FOIS6W"" raises to 0.20",2024-01-24T08:15:14.192Z,170608411419200
"""yonj @ sPeQ1UX8bj"" posts a big blind of 0.10",2024-01-24T08:15:10.458Z,170608411045810
"""jon @ MP935AvtsQ"" posts a small blind of 0.05",2024-01-24T08:15:10.458Z,170608411045809
"Player stacks: #1 ""michael @ UFkn4-rw65"" (36.55) | #2 ""jon @ MP935AvtsQ"" (99.70) | #3 ""yonj @ sPeQ1UX8bj"" (117.98) | #4 ""aiden# @ _c6_FOIS6W"" (74.71) | #5 ""Jaden @ fGkMjzbngi"" (40.00) | #9 ""jd @ 63T0FS8Tfi"" (184.14)",2024-01-24T08:15:10.458Z,170608411045802
"-- starting hand #229 (id: cs1gepbauoyk)  (No Limit Texas Hold'em) (dealer: ""michael @ UFkn4-rw65"") --",2024-01-24T08:15:10.458Z,170608411045801
"The player ""Jaden @ fGkMjzbngi"" joined the game with a stack of 40.00.",2024-01-24T08:15:10.458Z,170608411045800
"-- ending hand #228 --",2024-01-24T08:15:07.538Z,170608410753802
"""aiden# @ _c6_FOIS6W"" collected 0.65 from pot",2024-01-24T08:15:07.538Z,170608410753801
"Uncalled bet of 0.20 returned to ""aiden# @ _c6_FOIS6W""",2024-01-24T08:15:07.538Z,170608410753800
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:15:06.704Z,170608410670400
"""aiden# @ _c6_FOIS6W"" bets 0.20",2024-01-24T08:15:02.712Z,170608410271200
"Turn: 4♠, K♥, 6♥ [A♠]",2024-01-24T08:14:57.439Z,170608409743900
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:14:56.625Z,170608409662500
"""aiden# @ _c6_FOIS6W"" checks",2024-01-24T08:14:55.695Z,170608409569500
"The admin approved the player ""Jaden @ fGkMjzbngi"" participation with a stack of 40.00.",2024-01-24T08:14:51.685Z,170608409168500
"Flop:  [4♠, K♥, 6♥]",2024-01-24T08:14:49.651Z,170608408965100
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:14:48.837Z,170608408883700
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:14:47.996Z,170608408799600
"The player ""Jaden @ fGkMjzbngi"" requested a seat.",2024-01-24T08:14:45.268Z,170608408526800
"""jd @ 63T0FS8Tfi"" calls 0.25",2024-01-24T08:14:44.805Z,170608408480500
"""aiden# @ _c6_FOIS6W"" raises to 0.25",2024-01-24T08:14:43.241Z,170608408324100
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:14:37.909Z,170608407790900
"""jon @ MP935AvtsQ"" posts a big blind of 0.10",2024-01-24T08:14:36.794Z,170608407679408
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-01-24T08:14:36.794Z,170608407679407
"Player stacks: #1 ""michael @ UFkn4-rw65"" (36.60) | #2 ""jon @ MP935AvtsQ"" (99.80) | #3 ""yonj @ sPeQ1UX8bj"" (117.98) | #4 ""aiden# @ _c6_FOIS6W"" (74.31) | #9 ""jd @ 63T0FS8Tfi"" (184.39)",2024-01-24T08:14:36.794Z,170608407679401
"-- starting hand #228 (id: 0lfk6uboclck)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-24T08:14:36.794Z,170608407679400
"-- ending hand #227 --",2024-01-24T08:14:30.764Z,170608407076403
"""michael @ UFkn4-rw65"" shows a 10♠, 9♥.",2024-01-24T08:14:30.764Z,170608407076402
"""aiden# @ _c6_FOIS6W"" collected 8.50 from pot with Pair, J's (combination: J♠, J♥, A♥, 9♠, 8♥)",2024-01-24T08:14:30.764Z,170608407076401
"""aiden# @ _c6_FOIS6W"" shows a A♥, J♠.",2024-01-24T08:14:30.764Z,170608407076400
"""aiden# @ _c6_FOIS6W"" calls 1.60",2024-01-24T08:14:29.902Z,170608406990200
"""michael @ UFkn4-rw65"" bets 1.60",2024-01-24T08:14:15.169Z,170608405516900
"River: 8♥, 9♠, J♥, 2♥ [3♣]",2024-01-24T08:14:05.481Z,170608404548100
"""aiden# @ _c6_FOIS6W"" calls 1.00",2024-01-24T08:14:04.675Z,170608404467500
"""michael @ UFkn4-rw65"" bets 1.00",2024-01-24T08:14:01.124Z,170608404112400
"Turn: 8♥, 9♠, J♥ [2♥]",2024-01-24T08:13:55.197Z,170608403519700
"""michael @ UFkn4-rw65"" calls 1.20",2024-01-24T08:13:54.345Z,170608403434500
"""jd @ 63T0FS8Tfi"" folds",2024-01-24T08:13:52.667Z,170608403266700
"""aiden# @ _c6_FOIS6W"" raises to 1.20",2024-01-24T08:13:27.871Z,170608400787100
"""michael @ UFkn4-rw65"" bets 0.50",2024-01-24T08:13:22.243Z,170608400224300
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:13:12.467Z,170608399246700
"Flop:  [8♥, 9♠, J♥]",2024-01-24T08:13:09.460Z,170608398946000
"""michael @ UFkn4-rw65"" calls 0.30",2024-01-24T08:13:08.581Z,170608398858100
"""jd @ 63T0FS8Tfi"" calls 0.30",2024-01-24T08:13:05.906Z,170608398590600
"""aiden# @ _c6_FOIS6W"" raises to 0.30",2024-01-24T08:13:00.920Z,170608398092000
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:12:44.790Z,170608396479000
"""jon @ MP935AvtsQ"" folds",2024-01-24T08:12:40.675Z,170608396067500
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-01-24T08:12:39.614Z,170608395961408
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-24T08:12:39.614Z,170608395961407
"Player stacks: #1 ""michael @ UFkn4-rw65"" (40.70) | #2 ""jon @ MP935AvtsQ"" (99.80) | #3 ""yonj @ sPeQ1UX8bj"" (117.98) | #4 ""aiden# @ _c6_FOIS6W"" (69.91) | #9 ""jd @ 63T0FS8Tfi"" (184.69)",2024-01-24T08:12:39.614Z,170608395961401
"-- starting hand #227 (id: tbqjsgsvejic)  (No Limit Texas Hold'em) (dealer: ""aiden# @ _c6_FOIS6W"") --",2024-01-24T08:12:39.614Z,170608395961400
"-- ending hand #226 --",2024-01-24T08:12:33.607Z,170608395360703
"""jd @ 63T0FS8Tfi"" shows a 4♥, 5♣.",2024-01-24T08:12:33.607Z,170608395360702
"""jon @ MP935AvtsQ"" collected 11.09 from pot with Pair, K's (combination: K♦, K♥, A♠, 10♦, 7♦)",2024-01-24T08:12:33.607Z,170608395360701
"""jon @ MP935AvtsQ"" shows a K♦, 7♦.",2024-01-24T08:12:33.607Z,170608395360700
"""jon @ MP935AvtsQ"" calls 1.60",2024-01-24T08:12:32.804Z,170608395280400
"""jd @ 63T0FS8Tfi"" bets 1.60",2024-01-24T08:12:31.787Z,170608395178700
"River: 10♦, 2♥, K♥, A♠ [5♦]",2024-01-24T08:12:23.776Z,170608394377600
"""jon @ MP935AvtsQ"" checks",2024-01-24T08:12:22.945Z,170608394294500
"""jd @ 63T0FS8Tfi"" checks",2024-01-24T08:12:21.931Z,170608394193100
"Turn: 10♦, 2♥, K♥ [A♠]",2024-01-24T08:12:17.659Z,170608393765900
"""jon @ MP935AvtsQ"" calls 1.77",2024-01-24T08:12:16.802Z,170608393680200
"""jd @ 63T0FS8Tfi"" bets 1.77",2024-01-24T08:12:15.313Z,170608393531300
"Flop:  [10♦, 2♥, K♥]",2024-01-24T08:12:08.566Z,170608392856600
"""jon @ MP935AvtsQ"" calls 2.00",2024-01-24T08:12:07.755Z,170608392775500
"""michael @ UFkn4-rw65"" folds",2024-01-24T08:12:06.114Z,170608392611400
"""jd @ 63T0FS8Tfi"" raises to 2.00",2024-01-24T08:12:00.415Z,170608392041500
"""aiden# @ _c6_FOIS6W"" folds",2024-01-24T08:11:54.802Z,170608391480200
"""yonj @ sPeQ1UX8bj"" folds",2024-01-24T08:11:50.408Z,170608391040800
"""jon @ MP935AvtsQ"" calls 0.30",2024-01-24T08:11:49.502Z,170608390950200
"""michael @ UFkn4-rw65"" raises to 0.30",2024-01-24T08:11:47.739Z,170608390773900
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-24T08:11:38.727Z,170608389872708
"""aiden# @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-24T08:11:38.727Z,170608389872707
"Player stacks: #1 ""michael @ UFkn4-rw65"" (41.00) | #2 ""jon @ MP935AvtsQ"" (94.08) | #3 ""yonj @ sPeQ1UX8bj"" (117.98) | #4 ""aiden# @ _c6_FOIS6W"" (69.96) | #9 ""jd @ 63T0FS8Tfi"" (190.06)",2024-01-24T08:11:38.727Z,170608389872701
