entry,at,order
"""jd @ 63T0FS8Tfi"" bets 0.30",2024-01-22T06:36:36.156Z,170590539615600
"""Michael @ DsOAQ7GJz1"" checks",2024-01-22T06:36:32.596Z,170590539259600
"Flop:  [9♥, 5♠, 10♣]",2024-01-22T06:36:30.858Z,170590539085800
"""Michael @ DsOAQ7GJz1"" calls 0.30",2024-01-22T06:36:30.031Z,170590539003100
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:36:28.166Z,170590538816600
"""Samip @ jOjtPg-pR7"" calls 0.30",2024-01-22T06:36:27.282Z,170590538728200
"""jd @ 63T0FS8Tfi"" raises to 0.30",2024-01-22T06:36:24.139Z,170590538413900
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:36:20.032Z,170590538003200
"""Michael @ DsOAQ7GJz1"" posts a big blind of 0.10",2024-01-22T06:36:16.397Z,170590537639708
"""aiden @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-22T06:36:16.397Z,170590537639707
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (11.99) | #3 ""Michael @ DsOAQ7GJz1"" (18.99) | #4 ""yj @ sPeQ1UX8bj"" (43.00) | #8 ""jd @ 63T0FS8Tfi"" (88.12) | #10 ""Samip @ jOjtPg-pR7"" (4.05)",2024-01-22T06:36:16.397Z,170590537639701
"-- starting hand #99 (id: mtqf2uf3okvo)  (No Limit Texas Hold'em) (dealer: ""Samip @ jOjtPg-pR7"") --",2024-01-22T06:36:16.397Z,170590537639700
"-- ending hand #98 --",2024-01-22T06:36:13.492Z,170590537349202
"""jd @ 63T0FS8Tfi"" collected 1.50 from pot",2024-01-22T06:36:13.492Z,170590537349201
"Uncalled bet of 0.50 returned to ""jd @ 63T0FS8Tfi""",2024-01-22T06:36:13.492Z,170590537349200
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:36:12.661Z,170590537266100
"""jd @ 63T0FS8Tfi"" bets 0.50",2024-01-22T06:36:11.764Z,170590537176400
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:36:07.659Z,170590536765900
"Turn: 6♦, J♣, 7♠ [2♥]",2024-01-22T06:36:06.371Z,170590536637100
"""aiden @ _c6_FOIS6W"" calls 0.30",2024-01-22T06:36:05.546Z,170590536554600
"""Samip @ jOjtPg-pR7"" folds",2024-01-22T06:36:04.652Z,170590536465200
"""jd @ 63T0FS8Tfi"" bets 0.30",2024-01-22T06:36:02.031Z,170590536203100
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:35:57.109Z,170590535710900
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:35:56.215Z,170590535621500
"Flop:  [6♦, J♣, 7♠]",2024-01-22T06:35:52.552Z,170590535255200
"""aiden @ _c6_FOIS6W"" calls 0.30",2024-01-22T06:35:51.747Z,170590535174700
"""Samip @ jOjtPg-pR7"" calls 0.30",2024-01-22T06:35:49.721Z,170590534972100
"""jd @ 63T0FS8Tfi"" raises to 0.30",2024-01-22T06:35:48.817Z,170590534881700
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:35:45.894Z,170590534589400
"""Michael @ DsOAQ7GJz1"" folds",2024-01-22T06:35:44.982Z,170590534498200
"""aiden @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-22T06:35:42.627Z,170590534262708
"""Samip @ jOjtPg-pR7"" posts a small blind of 0.05",2024-01-22T06:35:42.627Z,170590534262707
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (12.59) | #3 ""Michael @ DsOAQ7GJz1"" (18.99) | #4 ""yj @ sPeQ1UX8bj"" (43.00) | #8 ""jd @ 63T0FS8Tfi"" (87.22) | #10 ""Samip @ jOjtPg-pR7"" (4.35)",2024-01-22T06:35:42.627Z,170590534262701
"-- starting hand #98 (id: dhuaqgotxeo8)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-22T06:35:42.627Z,170590534262700
"-- ending hand #97 --",2024-01-22T06:35:39.613Z,170590533961303
"""jd @ 63T0FS8Tfi"" shows a 10♠, Q♦.",2024-01-22T06:35:39.613Z,170590533961302
"""aiden @ _c6_FOIS6W"" collected 0.80 from pot with Pair, 4's (combination: 4♣, 4♦, K♦, J♦, 8♣)",2024-01-22T06:35:39.613Z,170590533961301
"""aiden @ _c6_FOIS6W"" shows a J♦, K♦.",2024-01-22T06:35:39.613Z,170590533961300
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:35:38.808Z,170590533880800
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:35:37.002Z,170590533700200
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:35:36.069Z,170590533606900
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:35:34.705Z,170590533470500
"River: 4♣, 6♣, 4♦, 8♣ [7♠]",2024-01-22T06:35:31.939Z,170590533193900
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:35:31.114Z,170590533111400
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:35:30.209Z,170590533020900
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:35:27.968Z,170590532796800
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:35:26.510Z,170590532651000
"Turn: 4♣, 6♣, 4♦ [8♣]",2024-01-22T06:35:24.925Z,170590532492500
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:35:24.092Z,170590532409200
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:35:19.372Z,170590531937200
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:35:17.792Z,170590531779200
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:35:16.297Z,170590531629700
"Flop:  [4♣, 6♣, 4♦]",2024-01-22T06:35:14.523Z,170590531452300
"""Samip @ jOjtPg-pR7"" calls 0.20",2024-01-22T06:35:13.672Z,170590531367200
"""jd @ 63T0FS8Tfi"" calls 0.20",2024-01-22T06:35:12.713Z,170590531271300
"""yj @ sPeQ1UX8bj"" calls 0.20",2024-01-22T06:35:10.237Z,170590531023700
"""Michael @ DsOAQ7GJz1"" folds",2024-01-22T06:35:06.037Z,170590530603700
"""aiden @ _c6_FOIS6W"" raises to 0.20",2024-01-22T06:35:03.268Z,170590530326800
"""Samip @ jOjtPg-pR7"" posts a big blind of 0.10",2024-01-22T06:34:58.388Z,170590529838808
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-22T06:34:58.388Z,170590529838807
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (11.99) | #3 ""Michael @ DsOAQ7GJz1"" (18.99) | #4 ""yj @ sPeQ1UX8bj"" (43.20) | #8 ""jd @ 63T0FS8Tfi"" (87.42) | #10 ""Samip @ jOjtPg-pR7"" (4.55)",2024-01-22T06:34:58.388Z,170590529838801
"-- starting hand #97 (id: fozhdcrdplyb)  (No Limit Texas Hold'em) (dealer: ""yj @ sPeQ1UX8bj"") --",2024-01-22T06:34:58.388Z,170590529838800
"-- ending hand #96 --",2024-01-22T06:34:55.383Z,170590529538303
"""jd @ 63T0FS8Tfi"" shows a 9♠, 7♠.",2024-01-22T06:34:55.383Z,170590529538302
"""Michael @ DsOAQ7GJz1"" collected 18.99 from pot with Straight, 8 High (combination: 8♦, 7♥, 6♦, 5♥, 4♣)",2024-01-22T06:34:55.383Z,170590529538301
"""Michael @ DsOAQ7GJz1"" shows a 8♦, 6♦.",2024-01-22T06:34:55.383Z,170590529538300
"""jd @ 63T0FS8Tfi"" calls 5.39",2024-01-22T06:34:54.566Z,170590529456600
"""Michael @ DsOAQ7GJz1"" bets 5.39 and go all in",2024-01-22T06:34:40.483Z,170590528048300
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:34:33.632Z,170590527363200
"River: 4♣, 5♥, 4♠, 7♥ [3♦]",2024-01-22T06:34:31.671Z,170590527167100
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:34:30.842Z,170590527084200
"""jd @ 63T0FS8Tfi"" calls 2.87",2024-01-22T06:34:29.274Z,170590526927400
"""Michael @ DsOAQ7GJz1"" raises to 2.87",2024-01-22T06:34:22.774Z,170590526277400
"""aiden @ _c6_FOIS6W"" calls 0.82",2024-01-22T06:34:16.406Z,170590525640600
"""Samip @ jOjtPg-pR7"" folds",2024-01-22T06:34:13.448Z,170590525344800
"""jd @ 63T0FS8Tfi"" bets 0.82",2024-01-22T06:34:03.363Z,170590524336300
"Turn: 4♣, 5♥, 4♠ [7♥]",2024-01-22T06:33:58.044Z,170590523804400
"""Michael @ DsOAQ7GJz1"" checks",2024-01-22T06:33:57.178Z,170590523717800
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:33:56.112Z,170590523611200
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:33:55.225Z,170590523522500
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:33:52.708Z,170590523270800
"Flop:  [4♣, 5♥, 4♠]",2024-01-22T06:33:49.439Z,170590522943900
"""Samip @ jOjtPg-pR7"" calls 0.40",2024-01-22T06:33:48.610Z,170590522861000
"""jd @ 63T0FS8Tfi"" calls 0.40",2024-01-22T06:33:44.010Z,170590522401000
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:33:42.289Z,170590522228900
"""Michael @ DsOAQ7GJz1"" calls 0.40",2024-01-22T06:33:41.379Z,170590522137900
"""aiden @ _c6_FOIS6W"" raises to 0.40",2024-01-22T06:33:39.837Z,170590521983700
"""Samip @ jOjtPg-pR7"" calls 0.10",2024-01-22T06:33:36.402Z,170590521640200
"""jd @ 63T0FS8Tfi"" posts a big blind of 0.10",2024-01-22T06:33:34.494Z,170590521449408
"""yj @ sPeQ1UX8bj"" posts a small blind of 0.05",2024-01-22T06:33:34.494Z,170590521449407
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (13.21) | #3 ""Michael @ DsOAQ7GJz1"" (8.66) | #4 ""yj @ sPeQ1UX8bj"" (43.25) | #8 ""jd @ 63T0FS8Tfi"" (96.08) | #10 ""Samip @ jOjtPg-pR7"" (4.95)",2024-01-22T06:33:34.494Z,170590521449401
"-- starting hand #96 (id: p3rgcqxdp760)  (No Limit Texas Hold'em) (dealer: ""Michael @ DsOAQ7GJz1"") --",2024-01-22T06:33:34.494Z,170590521449400
"-- ending hand #95 --",2024-01-22T06:33:31.577Z,170590521157702
"""jd @ 63T0FS8Tfi"" collected 6.04 from pot",2024-01-22T06:33:31.577Z,170590521157701
"Uncalled bet of 3.02 returned to ""jd @ 63T0FS8Tfi""",2024-01-22T06:33:31.577Z,170590521157700
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:33:30.702Z,170590521070200
"""jd @ 63T0FS8Tfi"" bets 3.02",2024-01-22T06:33:29.348Z,170590520934800
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:33:26.671Z,170590520667100
"Flop:  [9♦, 8♠, 8♦]",2024-01-22T06:33:25.171Z,170590520517100
"""yj @ sPeQ1UX8bj"" calls 2.47",2024-01-22T06:33:24.358Z,170590520435800
"""Michael @ DsOAQ7GJz1"" folds",2024-01-22T06:33:21.672Z,170590520167200
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:33:19.710Z,170590519971000
"""Samip @ jOjtPg-pR7"" folds",2024-01-22T06:33:18.827Z,170590519882700
"""jd @ 63T0FS8Tfi"" raises to 2.47",2024-01-22T06:33:14.478Z,170590519447800
"""yj @ sPeQ1UX8bj"" calls 0.50",2024-01-22T06:33:08.446Z,170590518844600
"""Michael @ DsOAQ7GJz1"" calls 0.50",2024-01-22T06:33:06.904Z,170590518690400
"""aiden @ _c6_FOIS6W"" raises to 0.50",2024-01-22T06:33:04.103Z,170590518410300
"""Samip @ jOjtPg-pR7"" calls 0.10",2024-01-22T06:32:59.363Z,170590517936300
"""jd @ 63T0FS8Tfi"" calls 0.10",2024-01-22T06:32:55.812Z,170590517581200
"""yj @ sPeQ1UX8bj"" posts a big blind of 0.10",2024-01-22T06:32:48.786Z,170590516878608
"""Michael @ DsOAQ7GJz1"" posts a small blind of 0.05",2024-01-22T06:32:48.786Z,170590516878607
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (13.71) | #3 ""Michael @ DsOAQ7GJz1"" (9.16) | #4 ""yj @ sPeQ1UX8bj"" (45.72) | #8 ""jd @ 63T0FS8Tfi"" (92.51) | #10 ""Samip @ jOjtPg-pR7"" (5.05)",2024-01-22T06:32:48.786Z,170590516878601
"-- starting hand #95 (id: pq3raqljqvkz)  (No Limit Texas Hold'em) (dealer: ""aiden @ _c6_FOIS6W"") --",2024-01-22T06:32:48.786Z,170590516878600
"-- ending hand #94 --",2024-01-22T06:32:45.781Z,170590516578102
"""jd @ 63T0FS8Tfi"" collected 3.49 from pot with Flush, 9c High (combination: 9♣, 8♣, 4♣, 3♣, 2♣)",2024-01-22T06:32:45.781Z,170590516578101
"""jd @ 63T0FS8Tfi"" shows a 9♣, A♠.",2024-01-22T06:32:45.781Z,170590516578100
"""Michael @ DsOAQ7GJz1"" folds",2024-01-22T06:32:44.973Z,170590516497300
"""Samip @ jOjtPg-pR7"" calls 0.87",2024-01-22T06:32:27.587Z,170590514758700
"""jd @ 63T0FS8Tfi"" bets 0.87",2024-01-22T06:32:24.055Z,170590514405500
"""Michael @ DsOAQ7GJz1"" checks",2024-01-22T06:32:20.259Z,170590514025900
"River: 2♣, 3♣, 10♥, 4♣ [8♣]",2024-01-22T06:32:17.650Z,170590513765000
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:32:16.822Z,170590513682200
"""Michael @ DsOAQ7GJz1"" calls 0.30",2024-01-22T06:32:15.946Z,170590513594600
"""Samip @ jOjtPg-pR7"" calls 0.30",2024-01-22T06:32:14.049Z,170590513404900
"""jd @ 63T0FS8Tfi"" bets 0.30",2024-01-22T06:32:12.237Z,170590513223700
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:32:08.594Z,170590512859400
"""Michael @ DsOAQ7GJz1"" checks",2024-01-22T06:32:07.702Z,170590512770200
"Turn: 2♣, 3♣, 10♥ [4♣]",2024-01-22T06:32:04.831Z,170590512483100
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:32:03.992Z,170590512399200
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:32:02.537Z,170590512253700
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:32:00.575Z,170590512057500
"""Michael @ DsOAQ7GJz1"" checks",2024-01-22T06:31:59.676Z,170590511967600
"Flop:  [2♣, 3♣, 10♥]",2024-01-22T06:31:47.881Z,170590510788100
"""Michael @ DsOAQ7GJz1"" calls 0.20",2024-01-22T06:31:47.018Z,170590510701800
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:31:44.328Z,170590510432800
"""Samip @ jOjtPg-pR7"" calls 0.20",2024-01-22T06:31:42.872Z,170590510287200
"""jd @ 63T0FS8Tfi"" calls 0.20",2024-01-22T06:31:41.281Z,170590510128100
"""yj @ sPeQ1UX8bj"" raises to 0.20",2024-01-22T06:31:33.798Z,170590509379800
"""Michael @ DsOAQ7GJz1"" posts a big blind of 0.10",2024-01-22T06:31:32.306Z,170590509230608
"""aiden @ _c6_FOIS6W"" posts a small blind of 0.05",2024-01-22T06:31:32.306Z,170590509230607
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (13.76) | #3 ""Michael @ DsOAQ7GJz1"" (9.66) | #4 ""yj @ sPeQ1UX8bj"" (45.92) | #8 ""jd @ 63T0FS8Tfi"" (90.39) | #10 ""Samip @ jOjtPg-pR7"" (6.42)",2024-01-22T06:31:32.306Z,170590509230601
"-- starting hand #94 (id: tizruds2lzuo)  (No Limit Texas Hold'em) (dealer: ""Samip @ jOjtPg-pR7"") --",2024-01-22T06:31:32.306Z,170590509230600
"-- ending hand #93 --",2024-01-22T06:31:29.365Z,170590508936502
"""Michael @ DsOAQ7GJz1"" collected 1.45 from pot",2024-01-22T06:31:29.365Z,170590508936501
"Uncalled bet of 1.08 returned to ""Michael @ DsOAQ7GJz1""",2024-01-22T06:31:29.365Z,170590508936500
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:31:28.521Z,170590508852100
"""Michael @ DsOAQ7GJz1"" bets 1.08",2024-01-22T06:31:22.391Z,170590508239100
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:31:16.134Z,170590507613400
"River: 4♦, Q♦, 4♣, 10♣ [8♠]",2024-01-22T06:31:14.638Z,170590507463800
"""aiden @ _c6_FOIS6W"" calls 0.30",2024-01-22T06:31:13.746Z,170590507374600
"""Michael @ DsOAQ7GJz1"" bets 0.30",2024-01-22T06:31:12.754Z,170590507275400
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:31:05.152Z,170590506515200
"Turn: 4♦, Q♦, 4♣ [10♣]",2024-01-22T06:31:03.824Z,170590506382400
"""aiden @ _c6_FOIS6W"" calls 0.20",2024-01-22T06:31:02.984Z,170590506298400
"""Michael @ DsOAQ7GJz1"" bets 0.20",2024-01-22T06:31:00.291Z,170590506029100
"""aiden @ _c6_FOIS6W"" checks",2024-01-22T06:30:55.573Z,170590505557300
"Flop:  [4♦, Q♦, 4♣]",2024-01-22T06:30:52.718Z,170590505271800
"""aiden @ _c6_FOIS6W"" calls 0.20",2024-01-22T06:30:51.912Z,170590505191200
"""Samip @ jOjtPg-pR7"" folds",2024-01-22T06:30:49.207Z,170590504920700
"""jd @ 63T0FS8Tfi"" folds",2024-01-22T06:30:44.600Z,170590504460000
"""yj @ sPeQ1UX8bj"" folds",2024-01-22T06:30:43.648Z,170590504364800
"""Michael @ DsOAQ7GJz1"" raises to 0.20",2024-01-22T06:30:41.268Z,170590504126800
"""aiden @ _c6_FOIS6W"" posts a big blind of 0.10",2024-01-22T06:30:37.906Z,170590503790608
"""Samip @ jOjtPg-pR7"" posts a small blind of 0.05",2024-01-22T06:30:37.906Z,170590503790607
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (14.46) | #3 ""Michael @ DsOAQ7GJz1"" (8.91) | #4 ""yj @ sPeQ1UX8bj"" (45.92) | #8 ""jd @ 63T0FS8Tfi"" (90.39) | #10 ""Samip @ jOjtPg-pR7"" (6.47)",2024-01-22T06:30:37.906Z,170590503790601
"-- starting hand #93 (id: fbd6xaezmkuw)  (No Limit Texas Hold'em) (dealer: ""jd @ 63T0FS8Tfi"") --",2024-01-22T06:30:37.906Z,170590503790600
"-- ending hand #92 --",2024-01-22T06:30:34.952Z,170590503495202
"""yj @ sPeQ1UX8bj"" collected 0.65 from pot",2024-01-22T06:30:34.952Z,170590503495201
"Uncalled bet of 0.32 returned to ""yj @ sPeQ1UX8bj""",2024-01-22T06:30:34.952Z,170590503495200
"""Samip @ jOjtPg-pR7"" folds",2024-01-22T06:30:34.150Z,170590503415000
"""yj @ sPeQ1UX8bj"" bets 0.32",2024-01-22T06:30:32.407Z,170590503240700
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:30:28.961Z,170590502896100
"Turn: 8♥, K♣, 2♦ [10♣]",2024-01-22T06:30:27.943Z,170590502794300
"""yj @ sPeQ1UX8bj"" checks",2024-01-22T06:30:27.092Z,170590502709200
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:30:25.884Z,170590502588400
"Flop:  [8♥, K♣, 2♦]",2024-01-22T06:30:23.577Z,170590502357700
"""Samip @ jOjtPg-pR7"" calls 0.30",2024-01-22T06:30:22.745Z,170590502274500
"""jd @ 63T0FS8Tfi"" folds",2024-01-22T06:30:19.750Z,170590501975000
"""yj @ sPeQ1UX8bj"" raises to 0.30",2024-01-22T06:30:17.901Z,170590501790100
"""Michael @ DsOAQ7GJz1"" folds",2024-01-22T06:30:15.818Z,170590501581800
"""aiden @ _c6_FOIS6W"" folds",2024-01-22T06:30:12.822Z,170590501282200
"""Samip @ jOjtPg-pR7"" posts a big blind of 0.10",2024-01-22T06:30:11.579Z,170590501157908
"""jd @ 63T0FS8Tfi"" posts a small blind of 0.05",2024-01-22T06:30:11.579Z,170590501157907
"Player stacks: #2 ""aiden @ _c6_FOIS6W"" (14.46) | #3 ""Michael @ DsOAQ7GJz1"" (8.91) | #4 ""yj @ sPeQ1UX8bj"" (45.57) | #8 ""jd @ 63T0FS8Tfi"" (90.44) | #10 ""Samip @ jOjtPg-pR7"" (6.77)",2024-01-22T06:30:11.579Z,170590501157901
"-- starting hand #92 (id: wscqba7otv2d)  (No Limit Texas Hold'em) (dealer: ""yj @ sPeQ1UX8bj"") --",2024-01-22T06:30:11.579Z,170590501157900
"""aiden @ _c6_FOIS6W"" shows a 8♠, 9♣.",2024-01-22T06:30:08.572Z,170590500857200
"-- ending hand #91 --",2024-01-22T06:30:07.860Z,170590500786002
"""jd @ 63T0FS8Tfi"" collected 0.89 from pot with Two Pair, Q's & J's (combination: Q♥, Q♠, J♥, J♦, 10♣)",2024-01-22T06:30:07.860Z,170590500786001
"""jd @ 63T0FS8Tfi"" shows a J♥, 2♠.",2024-01-22T06:30:07.860Z,170590500786000
"""Samip @ jOjtPg-pR7"" calls 0.22",2024-01-22T06:30:07.002Z,170590500700200
"""jd @ 63T0FS8Tfi"" bets 0.22",2024-01-22T06:30:03.792Z,170590500379200
"River: J♦, 3♥, 10♣, Q♥ [Q♠]",2024-01-22T06:29:59.549Z,170590499954900
"""Samip @ jOjtPg-pR7"" calls 0.10",2024-01-22T06:29:58.724Z,170590499872400
"""jd @ 63T0FS8Tfi"" bets 0.10",2024-01-22T06:29:57.266Z,170590499726600
"Turn: J♦, 3♥, 10♣ [Q♥]",2024-01-22T06:29:51.233Z,170590499123300
"""Samip @ jOjtPg-pR7"" checks",2024-01-22T06:29:50.401Z,170590499040100
"""jd @ 63T0FS8Tfi"" checks",2024-01-22T06:29:48.901Z,170590498890100
