entry,at,order
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (23.83) | #2 ""Yj @ UXaWQPJt1x"" (41.78)",2024-03-05T10:15:21.995Z,170963372199501
"-- starting hand #320 (id: jbyx8vjjzzqc)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:15:21.995Z,170963372199500
"-- ending hand #319 --",2024-03-05T10:15:19.082Z,170963371908202
"""Yj @ UXaWQPJt1x"" collected 0.10 from pot",2024-03-05T10:15:19.082Z,170963371908201
"Uncalled bet of 0.05 returned to ""Yj @ UXaWQPJt1x""",2024-03-05T10:15:19.082Z,170963371908200
"""onfonem @ KbH85AblgS"" folds",2024-03-05T10:15:18.252Z,170963371825200
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:15:16.387Z,170963371638705
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:15:16.387Z,170963371638704
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (23.88) | #2 ""Yj @ UXaWQPJt1x"" (41.73)",2024-03-05T10:15:16.387Z,170963371638701
"-- starting hand #319 (id: l2fvrskdxabd)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:15:16.387Z,170963371638700
"-- ending hand #318 --",2024-03-05T10:15:13.476Z,170963371347602
"""Yj @ UXaWQPJt1x"" collected 2.40 from pot",2024-03-05T10:15:13.476Z,170963371347601
"Uncalled bet of 1.80 returned to ""Yj @ UXaWQPJt1x""",2024-03-05T10:15:13.476Z,170963371347600
"""onfonem @ KbH85AblgS"" folds",2024-03-05T10:15:12.640Z,170963371264000
"""Yj @ UXaWQPJt1x"" bets 1.80",2024-03-05T10:15:11.492Z,170963371149200
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:15:05.152Z,170963370515200
"River: A♣, 2♥, J♦, Q♠ [5♦]",2024-03-05T10:15:03.322Z,170963370332200
"""Yj @ UXaWQPJt1x"" calls 0.60",2024-03-05T10:15:02.471Z,170963370247100
"""onfonem @ KbH85AblgS"" bets 0.60",2024-03-05T10:14:59.248Z,170963369924800
"Turn: A♣, 2♥, J♦ [Q♠]",2024-03-05T10:14:54.094Z,170963369409400
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:14:53.287Z,170963369328700
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:14:49.957Z,170963368995700
"Flop:  [A♣, 2♥, J♦]",2024-03-05T10:14:44.439Z,170963368443900
"""Yj @ UXaWQPJt1x"" calls 0.60",2024-03-05T10:14:43.637Z,170963368363700
"""onfonem @ KbH85AblgS"" raises to 0.60",2024-03-05T10:14:39.767Z,170963367976700
"""Yj @ UXaWQPJt1x"" raises to 0.30",2024-03-05T10:14:36.557Z,170963367655700
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:14:34.433Z,170963367443305
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:14:34.433Z,170963367443304
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (25.08) | #2 ""Yj @ UXaWQPJt1x"" (40.53)",2024-03-05T10:14:34.433Z,170963367443301
"-- starting hand #318 (id: ssfbdrp2qwfo)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:14:34.433Z,170963367443300
"-- ending hand #317 --",2024-03-05T10:14:28.425Z,170963366842503
"""Yj @ UXaWQPJt1x"" shows a 7♦, 9♠.",2024-03-05T10:14:28.425Z,170963366842502
"""onfonem @ KbH85AblgS"" collected 1.20 from pot with Two Pair, 10's & 6's (combination: 10♣, 10♦, 6♠, 6♥, J♦)",2024-03-05T10:14:28.425Z,170963366842501
"""onfonem @ KbH85AblgS"" shows a 10♣, J♦.",2024-03-05T10:14:28.425Z,170963366842500
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:14:27.564Z,170963366756400
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:14:21.904Z,170963366190400
"River: 7♣, 6♠, 6♥, 10♦ [3♥]",2024-03-05T10:14:20.217Z,170963366021700
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:14:19.390Z,170963365939000
"""onfonem @ KbH85AblgS"" bets 0.30",2024-03-05T10:14:17.692Z,170963365769200
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:14:15.094Z,170963365509400
"Turn: 7♣, 6♠, 6♥ [10♦]",2024-03-05T10:14:07.830Z,170963364783000
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:14:07.002Z,170963364700200
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:14:05.912Z,170963364591200
"Flop:  [7♣, 6♠, 6♥]",2024-03-05T10:14:04.397Z,170963364439700
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:14:03.566Z,170963364356600
"""onfonem @ KbH85AblgS"" raises to 0.30",2024-03-05T10:14:02.252Z,170963364225200
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:14:00.392Z,170963364039205
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:14:00.392Z,170963364039204
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.48) | #2 ""Yj @ UXaWQPJt1x"" (41.13)",2024-03-05T10:14:00.392Z,170963364039201
"-- starting hand #317 (id: ugj0wzaxgcg1)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:14:00.392Z,170963364039200
"-- ending hand #316 --",2024-03-05T10:13:57.470Z,170963363747002
"""onfonem @ KbH85AblgS"" collected 0.10 from pot",2024-03-05T10:13:57.470Z,170963363747001
"Uncalled bet of 0.05 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:13:57.470Z,170963363747000
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:13:56.651Z,170963363665100
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:13:55.186Z,170963363518605
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:13:55.186Z,170963363518604
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.43) | #2 ""Yj @ UXaWQPJt1x"" (41.18)",2024-03-05T10:13:55.186Z,170963363518601
"-- starting hand #316 (id: ogygd8ehxjod)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:13:55.186Z,170963363518600
"-- ending hand #315 --",2024-03-05T10:13:52.180Z,170963363218002
"""onfonem @ KbH85AblgS"" collected 0.60 from pot",2024-03-05T10:13:52.180Z,170963363218001
"Uncalled bet of 0.30 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:13:52.180Z,170963363218000
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:13:51.297Z,170963363129700
"""onfonem @ KbH85AblgS"" bets 0.30",2024-03-05T10:13:45.646Z,170963362564600
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:13:42.315Z,170963362231500
"Flop:  [A♠, J♦, Q♥]",2024-03-05T10:13:40.025Z,170963362002500
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:13:39.219Z,170963361921900
"""onfonem @ KbH85AblgS"" raises to 0.30",2024-03-05T10:13:37.605Z,170963361760500
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:13:35.758Z,170963361575805
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:13:35.758Z,170963361575804
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.13) | #2 ""Yj @ UXaWQPJt1x"" (41.48)",2024-03-05T10:13:35.758Z,170963361575801
"-- starting hand #315 (id: qk3mwruo2elk)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:13:35.758Z,170963361575800
"-- ending hand #314 --",2024-03-05T10:13:32.778Z,170963361277802
"""onfonem @ KbH85AblgS"" collected 0.10 from pot",2024-03-05T10:13:32.778Z,170963361277801
"Uncalled bet of 0.05 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:13:32.778Z,170963361277800
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:13:31.964Z,170963361196400
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:13:30.748Z,170963361074805
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:13:30.748Z,170963361074804
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.08) | #2 ""Yj @ UXaWQPJt1x"" (41.53)",2024-03-05T10:13:30.748Z,170963361074801
"-- starting hand #314 (id: gk8rrmh44agc)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:13:30.748Z,170963361074800
"-- ending hand #313 --",2024-03-05T10:13:27.844Z,170963360784402
"""Yj @ UXaWQPJt1x"" collected 0.10 from pot",2024-03-05T10:13:27.844Z,170963360784401
"Uncalled bet of 0.05 returned to ""Yj @ UXaWQPJt1x""",2024-03-05T10:13:27.844Z,170963360784400
"""onfonem @ KbH85AblgS"" folds",2024-03-05T10:13:27.036Z,170963360703600
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:13:25.946Z,170963360594605
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:13:25.946Z,170963360594604
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.13) | #2 ""Yj @ UXaWQPJt1x"" (41.48)",2024-03-05T10:13:25.946Z,170963360594601
"-- starting hand #313 (id: 1id64jgipg1t)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:13:25.946Z,170963360594600
"-- ending hand #312 --",2024-03-05T10:13:22.993Z,170963360299302
"""onfonem @ KbH85AblgS"" collected 0.60 from pot",2024-03-05T10:13:22.993Z,170963360299301
"Uncalled bet of 0.60 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:13:22.993Z,170963360299300
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:13:22.178Z,170963360217800
"""onfonem @ KbH85AblgS"" raises to 0.90",2024-03-05T10:13:20.673Z,170963360067300
"""Yj @ UXaWQPJt1x"" raises to 0.30",2024-03-05T10:13:16.903Z,170963359690300
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:13:15.111Z,170963359511105
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:13:15.111Z,170963359511104
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (23.83) | #2 ""Yj @ UXaWQPJt1x"" (41.78)",2024-03-05T10:13:15.111Z,170963359511101
"-- starting hand #312 (id: fcqvbc9iwlzt)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:13:15.111Z,170963359511100
"""onfonem @ KbH85AblgS"" shows a 6♥, 8♠.",2024-03-05T10:13:12.135Z,170963359213500
"-- ending hand #311 --",2024-03-05T10:13:08.509Z,170963358850902
"""Yj @ UXaWQPJt1x"" collected 1.20 from pot with Pair, 6's (combination: 6♦, 6♠, A♠, 10♦, 5♣)",2024-03-05T10:13:08.509Z,170963358850901
"""Yj @ UXaWQPJt1x"" shows a 6♦, A♠.",2024-03-05T10:13:08.509Z,170963358850900
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:13:07.680Z,170963358768000
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:13:06.449Z,170963358644900
"River: 10♦, 3♠, 2♣, 6♠ [5♣]",2024-03-05T10:13:03.545Z,170963358354500
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:13:02.739Z,170963358273900
"""onfonem @ KbH85AblgS"" bets 0.30",2024-03-05T10:13:00.361Z,170963358036100
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:12:56.916Z,170963357691600
"Turn: 10♦, 3♠, 2♣ [6♠]",2024-03-05T10:12:55.091Z,170963357509100
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:12:54.220Z,170963357422000
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:12:53.108Z,170963357310800
"Flop:  [10♦, 3♠, 2♣]",2024-03-05T10:12:51.938Z,170963357193800
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:12:51.094Z,170963357109400
"""onfonem @ KbH85AblgS"" raises to 0.30",2024-03-05T10:12:49.787Z,170963356978700
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:12:46.882Z,170963356688205
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:12:46.882Z,170963356688204
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (24.43) | #2 ""Yj @ UXaWQPJt1x"" (41.18)",2024-03-05T10:12:46.882Z,170963356688201
"-- starting hand #311 (id: 2awbea45acin)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:12:46.882Z,170963356688200
"""onfonem @ KbH85AblgS"" shows a 8♠, 9♥.",2024-03-05T10:12:44.342Z,170963356434200
"-- ending hand #310 --",2024-03-05T10:12:40.272Z,170963356027202
"""Yj @ UXaWQPJt1x"" collected 8.74 from pot with Straight, 10 High (combination: 10♦, 9♣, 8♥, 7♥, 6♠)",2024-03-05T10:12:40.272Z,170963356027201
"""Yj @ UXaWQPJt1x"" shows a 7♥, 5♣.",2024-03-05T10:12:40.272Z,170963356027200
"""onfonem @ KbH85AblgS"" calls 3.67",2024-03-05T10:12:39.353Z,170963355935300
"""Yj @ UXaWQPJt1x"" raises to 3.67",2024-03-05T10:12:37.988Z,170963355798800
"""onfonem @ KbH85AblgS"" bets 1.05",2024-03-05T10:12:29.204Z,170963354920400
"River: 9♣, 8♥, 10♦, 4♠ [6♠]",2024-03-05T10:12:25.708Z,170963354570800
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:12:24.889Z,170963354488900
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:12:07.678Z,170963352767800
"Turn: 9♣, 8♥, 10♦ [4♠]",2024-03-05T10:12:05.045Z,170963352504500
"""onfonem @ KbH85AblgS"" calls 0.40",2024-03-05T10:12:04.232Z,170963352423200
"""Yj @ UXaWQPJt1x"" bets 0.40",2024-03-05T10:12:02.292Z,170963352229200
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:11:54.015Z,170963351401500
"Flop:  [9♣, 8♥, 10♦]",2024-03-05T10:11:52.026Z,170963351202600
"""onfonem @ KbH85AblgS"" calls 0.30",2024-03-05T10:11:51.183Z,170963351118300
"""Yj @ UXaWQPJt1x"" raises to 0.30",2024-03-05T10:11:47.775Z,170963350777500
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:11:45.973Z,170963350597305
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:11:45.973Z,170963350597304
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (28.80) | #2 ""Yj @ UXaWQPJt1x"" (36.81)",2024-03-05T10:11:45.973Z,170963350597301
"-- starting hand #310 (id: xhqtt80mqrut)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:11:45.973Z,170963350597300
"-- ending hand #309 --",2024-03-05T10:11:43.015Z,170963350301502
"""Yj @ UXaWQPJt1x"" collected 0.10 from pot",2024-03-05T10:11:43.015Z,170963350301501
"Uncalled bet of 0.05 returned to ""Yj @ UXaWQPJt1x""",2024-03-05T10:11:43.015Z,170963350301500
"""onfonem @ KbH85AblgS"" folds",2024-03-05T10:11:42.193Z,170963350219300
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:11:38.481Z,170963349848105
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:11:38.481Z,170963349848104
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (28.85) | #2 ""Yj @ UXaWQPJt1x"" (36.76)",2024-03-05T10:11:38.481Z,170963349848101
"-- starting hand #309 (id: mc8ikifa8u5p)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:11:38.481Z,170963349848100
"-- ending hand #308 --",2024-03-05T10:11:35.569Z,170963349556902
"""onfonem @ KbH85AblgS"" collected 1.20 from pot",2024-03-05T10:11:35.569Z,170963349556901
"Uncalled bet of 0.60 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:11:35.569Z,170963349556900
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:11:34.763Z,170963349476300
"""onfonem @ KbH85AblgS"" bets 0.60",2024-03-05T10:11:33.119Z,170963349311900
"Flop:  [4♦, K♥, 7♣]",2024-03-05T10:11:29.757Z,170963348975700
"""Yj @ UXaWQPJt1x"" calls 0.60",2024-03-05T10:11:28.909Z,170963348890900
"""onfonem @ KbH85AblgS"" raises to 0.60",2024-03-05T10:11:27.017Z,170963348701700
"""Yj @ UXaWQPJt1x"" raises to 0.30",2024-03-05T10:11:24.682Z,170963348468200
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:11:22.788Z,170963348278805
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:11:22.788Z,170963348278804
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (28.25) | #2 ""Yj @ UXaWQPJt1x"" (37.36)",2024-03-05T10:11:22.788Z,170963348278801
"-- starting hand #308 (id: 91tc6uf9ndep)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:11:22.788Z,170963348278800
"-- ending hand #307 --",2024-03-05T10:11:19.847Z,170963347984702
"""onfonem @ KbH85AblgS"" collected 0.60 from pot",2024-03-05T10:11:19.847Z,170963347984701
"Uncalled bet of 0.30 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:11:19.847Z,170963347984700
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:11:19.016Z,170963347901600
"""onfonem @ KbH85AblgS"" bets 0.30",2024-03-05T10:11:17.275Z,170963347727500
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:11:14.297Z,170963347429700
"Flop:  [9♠, 3♣, 7♠]",2024-03-05T10:11:13.044Z,170963347304400
"""Yj @ UXaWQPJt1x"" calls 0.30",2024-03-05T10:11:12.222Z,170963347222200
"""onfonem @ KbH85AblgS"" raises to 0.30",2024-03-05T10:11:10.864Z,170963347086400
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:11:08.640Z,170963346864005
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:11:08.640Z,170963346864004
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (27.95) | #2 ""Yj @ UXaWQPJt1x"" (37.66)",2024-03-05T10:11:08.640Z,170963346864001
"-- starting hand #307 (id: n5fk5jim47uh)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:11:08.640Z,170963346864000
"-- ending hand #306 --",2024-03-05T10:11:05.678Z,170963346567802
"""onfonem @ KbH85AblgS"" collected 0.60 from pot",2024-03-05T10:11:05.678Z,170963346567801
"Uncalled bet of 0.30 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:11:05.678Z,170963346567800
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:11:04.839Z,170963346483900
"""onfonem @ KbH85AblgS"" raises to 0.60",2024-03-05T10:11:03.834Z,170963346383400
"""Yj @ UXaWQPJt1x"" raises to 0.30",2024-03-05T10:11:00.204Z,170963346020400
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:10:58.205Z,170963345820505
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:10:58.205Z,170963345820504
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (27.65) | #2 ""Yj @ UXaWQPJt1x"" (37.96)",2024-03-05T10:10:58.205Z,170963345820501
"-- starting hand #306 (id: uazyjmdkkcby)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:10:58.205Z,170963345820500
"-- ending hand #305 --",2024-03-05T10:10:55.262Z,170963345526202
"""Yj @ UXaWQPJt1x"" collected 0.10 from pot",2024-03-05T10:10:55.262Z,170963345526201
"Uncalled bet of 0.05 returned to ""Yj @ UXaWQPJt1x""",2024-03-05T10:10:55.262Z,170963345526200
"""onfonem @ KbH85AblgS"" folds",2024-03-05T10:10:54.433Z,170963345443300
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:10:53.002Z,170963345300205
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:10:53.002Z,170963345300204
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (27.70) | #2 ""Yj @ UXaWQPJt1x"" (37.91)",2024-03-05T10:10:53.002Z,170963345300201
"-- starting hand #305 (id: fdm57uvfpjvl)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:10:53.002Z,170963345300200
"-- ending hand #304 --",2024-03-05T10:10:50.097Z,170963345009702
"""onfonem @ KbH85AblgS"" collected 0.10 from pot",2024-03-05T10:10:50.097Z,170963345009701
"Uncalled bet of 0.05 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:10:50.097Z,170963345009700
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:10:49.275Z,170963344927500
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:10:47.935Z,170963344793505
"""Yj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-05T10:10:47.935Z,170963344793504
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (27.65) | #2 ""Yj @ UXaWQPJt1x"" (37.96)",2024-03-05T10:10:47.935Z,170963344793501
"-- starting hand #304 (id: xkrhajsxq1pi)  (No Limit Texas Hold'em) (dealer: ""Yj @ UXaWQPJt1x"") --",2024-03-05T10:10:47.935Z,170963344793500
"-- ending hand #303 --",2024-03-05T10:10:41.926Z,170963344192603
"""onfonem @ KbH85AblgS"" shows a 5♦, 8♥.",2024-03-05T10:10:41.926Z,170963344192602
"""Yj @ UXaWQPJt1x"" collected 1.00 from pot with Pair, J's (combination: J♣, J♥, Q♥, 7♦, 6♠)",2024-03-05T10:10:41.926Z,170963344192601
"""Yj @ UXaWQPJt1x"" shows a 7♦, J♣.",2024-03-05T10:10:41.926Z,170963344192600
"""Yj @ UXaWQPJt1x"" calls 0.25",2024-03-05T10:10:41.123Z,170963344112300
"""onfonem @ KbH85AblgS"" bets 0.25",2024-03-05T10:10:39.911Z,170963343991100
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:10:37.368Z,170963343736800
"River: Q♥, 5♠, J♥, 6♠ [3♣]",2024-03-05T10:10:36.282Z,170963343628200
"""onfonem @ KbH85AblgS"" checks",2024-03-05T10:10:35.476Z,170963343547600
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:10:34.184Z,170963343418400
"Turn: Q♥, 5♠, J♥ [6♠]",2024-03-05T10:10:33.375Z,170963343337500
"""Yj @ UXaWQPJt1x"" calls 0.15",2024-03-05T10:10:32.568Z,170963343256800
"""onfonem @ KbH85AblgS"" bets 0.15",2024-03-05T10:10:30.867Z,170963343086700
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:10:27.661Z,170963342766100
"Flop:  [Q♥, 5♠, J♥]",2024-03-05T10:10:25.965Z,170963342596500
"""Yj @ UXaWQPJt1x"" checks",2024-03-05T10:10:25.103Z,170963342510300
"""onfonem @ KbH85AblgS"" calls 0.10",2024-03-05T10:10:22.591Z,170963342259100
"""Yj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-05T10:10:21.295Z,170963342129505
"""onfonem @ KbH85AblgS"" posts a small blind of 0.05",2024-03-05T10:10:21.295Z,170963342129504
"Player stacks: #1 ""onfonem @ KbH85AblgS"" (28.15) | #2 ""Yj @ UXaWQPJt1x"" (37.46)",2024-03-05T10:10:21.295Z,170963342129501
"-- starting hand #303 (id: nq9jpiwbbobo)  (No Limit Texas Hold'em) (dealer: ""onfonem @ KbH85AblgS"") --",2024-03-05T10:10:21.295Z,170963342129500
"-- ending hand #302 --",2024-03-05T10:10:18.358Z,170963341835802
"""onfonem @ KbH85AblgS"" collected 0.10 from pot",2024-03-05T10:10:18.358Z,170963341835801
"Uncalled bet of 0.05 returned to ""onfonem @ KbH85AblgS""",2024-03-05T10:10:18.358Z,170963341835800
"""Yj @ UXaWQPJt1x"" folds",2024-03-05T10:10:17.552Z,170963341755200
"""onfonem @ KbH85AblgS"" posts a big blind of 0.10",2024-03-05T10:10:16.556Z,170963341655605
