entry,at,order
"The player ""Jonathan @ ArgKs65s5n"" quits the game with a stack of 36.27.",2024-03-09T10:05:58.457Z,170997875845700
"""Jonathan @ ArgKs65s5n"" shows a 7♠, 7♥.",2024-03-09T10:05:55.045Z,170997875504500
"""az @ _c6_FOIS6W"" shows a 4♠, 8♥.",2024-03-09T10:05:54.767Z,170997875476700
"""yyj @ UXaWQPJt1x"" shows a 10♠, A♥.",2024-03-09T10:05:54.753Z,170997875475300
"-- ending hand #315 --",2024-03-09T10:05:53.449Z,170997875344902
"""az @ _c6_FOIS6W"" collected 4.43 from pot",2024-03-09T10:05:53.449Z,170997875344901
"Uncalled bet of 3.32 returned to ""az @ _c6_FOIS6W""",2024-03-09T10:05:53.449Z,170997875344900
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T10:05:52.599Z,170997875259900
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T10:05:48.826Z,170997874882600
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T10:05:46.941Z,170997874694100
"""az @ _c6_FOIS6W"" bets 3.32",2024-03-09T10:05:45.035Z,170997874503500
"""Jonathan @ ArgKs65s5n"" checks",2024-03-09T10:05:29.404Z,170997872940400
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:05:28.378Z,170997872837800
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T10:05:26.664Z,170997872666400
"Turn: 10♣, K♣, 8♠ [5♣]",2024-03-09T10:05:21.328Z,170997872132800
"""yyj @ UXaWQPJt1x"" calls 0.67",2024-03-09T10:05:20.515Z,170997872051500
"""werdnac @ dX98qrjeGt"" calls 0.67",2024-03-09T10:05:12.805Z,170997871280500
"""charbrikt @ KbH85AblgS"" folds",2024-03-09T10:05:00.988Z,170997870098800
"""az @ _c6_FOIS6W"" calls 0.67",2024-03-09T10:04:58.547Z,170997869854700
"""Jonathan @ ArgKs65s5n"" bets 0.67",2024-03-09T10:04:57.658Z,170997869765800
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:04:53.784Z,170997869378400
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T10:04:52.872Z,170997869287200
"Flop:  [10♣, K♣, 8♠]",2024-03-09T10:04:48.557Z,170997868855700
"""yyj @ UXaWQPJt1x"" calls 0.35",2024-03-09T10:04:47.733Z,170997868773300
"The admin ""yyj @ UXaWQPJt1x"" enqueued the game stop on next hand.",2024-03-09T10:04:47.010Z,170997868701000
"""werdnac @ dX98qrjeGt"" calls 0.35",2024-03-09T10:04:44.308Z,170997868430800
"""charbrikt @ KbH85AblgS"" calls 0.35",2024-03-09T10:04:41.854Z,170997868185400
"""az @ _c6_FOIS6W"" calls 0.35",2024-03-09T10:04:40.890Z,170997868089000
"""Jonathan @ ArgKs65s5n"" raises to 0.35",2024-03-09T10:04:37.418Z,170997867741800
"""yyj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-09T10:04:34.044Z,170997867404408
"""werdnac @ dX98qrjeGt"" posts a small blind of 0.05",2024-03-09T10:04:34.044Z,170997867404407
"Your hand is 7♠, 7♥",2024-03-09T10:04:34.044Z,170997867404404
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (20.74) | #6 ""yyj @ UXaWQPJt1x"" (79.94) | #7 ""Jonathan @ ArgKs65s5n"" (37.29) | #8 ""az @ _c6_FOIS6W"" (31.29) | #10 ""charbrikt @ KbH85AblgS"" (76.83)",2024-03-09T10:04:34.044Z,170997867404401
"-- starting hand #315 (id: s0okuqssqoy4)  (No Limit Texas Hold'em) (dealer: ""charbrikt @ KbH85AblgS"") --",2024-03-09T10:04:34.044Z,170997867404400
"-- ending hand #314 --",2024-03-09T10:04:31.019Z,170997867101903
"""charbrikt @ KbH85AblgS"" shows a K♥, 5♦.",2024-03-09T10:04:31.019Z,170997867101902
"""werdnac @ dX98qrjeGt"" collected 0.60 from pot with Two Pair, 9's & 6's (combination: 9♥, 9♦, 6♦, 6♥, Q♣)",2024-03-09T10:04:31.019Z,170997867101901
"""werdnac @ dX98qrjeGt"" shows a Q♣, 9♥.",2024-03-09T10:04:31.019Z,170997867101900
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:04:30.196Z,170997867019600
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T10:04:27.630Z,170997866763000
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:04:25.137Z,170997866513700
"River: 8♣, 9♦, 6♦, 4♦ [6♥]",2024-03-09T10:04:21.727Z,170997866172700
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:04:20.909Z,170997866090900
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T10:04:18.112Z,170997865811200
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:04:09.062Z,170997864906200
"Turn: 8♣, 9♦, 6♦ [4♦]",2024-03-09T10:04:03.779Z,170997864377900
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:04:02.918Z,170997864291800
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T10:04:00.968Z,170997864096800
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:03:57.891Z,170997863789100
"Flop:  [8♣, 9♦, 6♦]",2024-03-09T10:03:55.442Z,170997863544200
"""werdnac @ dX98qrjeGt"" calls 0.20",2024-03-09T10:03:54.596Z,170997863459600
"""charbrikt @ KbH85AblgS"" calls 0.20",2024-03-09T10:03:53.053Z,170997863305300
"""az @ _c6_FOIS6W"" folds",2024-03-09T10:03:51.764Z,170997863176400
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T10:03:50.883Z,170997863088300
"""yyj @ UXaWQPJt1x"" raises to 0.20",2024-03-09T10:03:50.016Z,170997863001600
"""werdnac @ dX98qrjeGt"" posts a big blind of 0.10",2024-03-09T10:03:47.578Z,170997862757808
"""charbrikt @ KbH85AblgS"" posts a small blind of 0.05",2024-03-09T10:03:47.578Z,170997862757807
"Your hand is 8♥, J♦",2024-03-09T10:03:47.578Z,170997862757804
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (20.34) | #6 ""yyj @ UXaWQPJt1x"" (80.14) | #7 ""Jonathan @ ArgKs65s5n"" (37.29) | #8 ""az @ _c6_FOIS6W"" (31.29) | #10 ""charbrikt @ KbH85AblgS"" (77.03)",2024-03-09T10:03:47.578Z,170997862757801
"-- starting hand #314 (id: do85jbjau9un)  (No Limit Texas Hold'em) (dealer: ""az @ _c6_FOIS6W"") --",2024-03-09T10:03:47.578Z,170997862757800
"-- ending hand #313 --",2024-03-09T10:03:44.565Z,170997862456503
"""az @ _c6_FOIS6W"" shows a K♥, Q♦.",2024-03-09T10:03:44.565Z,170997862456502
"""charbrikt @ KbH85AblgS"" collected 1.40 from pot with Pair, 5's (combination: 5♦, 5♣, A♥, J♣, 10♣)",2024-03-09T10:03:44.565Z,170997862456501
"""charbrikt @ KbH85AblgS"" shows a 5♦, 10♣.",2024-03-09T10:03:44.565Z,170997862456500
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:03:43.715Z,170997862371500
"""az @ _c6_FOIS6W"" checks",2024-03-09T10:03:42.264Z,170997862226400
"River: J♣, 5♣, A♥, 3♠ [7♥]",2024-03-09T10:03:21.135Z,170997860113500
"""charbrikt @ KbH85AblgS"" calls 0.40",2024-03-09T10:03:20.318Z,170997860031800
"""az @ _c6_FOIS6W"" bets 0.40",2024-03-09T10:03:19.120Z,170997859912000
"Turn: J♣, 5♣, A♥ [3♠]",2024-03-09T10:03:02.867Z,170997858286700
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:03:01.990Z,170997858199000
"""az @ _c6_FOIS6W"" checks",2024-03-09T10:03:00.927Z,170997858092700
"Flop:  [J♣, 5♣, A♥]",2024-03-09T10:02:58.979Z,170997857897900
"""charbrikt @ KbH85AblgS"" calls 0.30",2024-03-09T10:02:58.128Z,170997857812800
"""az @ _c6_FOIS6W"" raises to 0.30",2024-03-09T10:02:56.536Z,170997857653600
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T10:02:54.474Z,170997857447400
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T10:02:50.893Z,170997857089300
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T10:02:43.312Z,170997856331200
"""charbrikt @ KbH85AblgS"" posts a big blind of 0.10",2024-03-09T10:02:39.880Z,170997855988008
"""az @ _c6_FOIS6W"" posts a small blind of 0.05",2024-03-09T10:02:39.880Z,170997855988007
"Your hand is K♦, 9♣",2024-03-09T10:02:39.880Z,170997855988004
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (20.34) | #6 ""yyj @ UXaWQPJt1x"" (80.14) | #7 ""Jonathan @ ArgKs65s5n"" (37.29) | #8 ""az @ _c6_FOIS6W"" (31.99) | #10 ""charbrikt @ KbH85AblgS"" (76.33)",2024-03-09T10:02:39.880Z,170997855988001
"-- starting hand #313 (id: ra5owu7qmrt4)  (No Limit Texas Hold'em) (dealer: ""Jonathan @ ArgKs65s5n"") --",2024-03-09T10:02:39.880Z,170997855988000
"-- ending hand #312 --",2024-03-09T10:02:36.836Z,170997855683603
"""az @ _c6_FOIS6W"" shows a J♥, K♥.",2024-03-09T10:02:36.836Z,170997855683602
"""charbrikt @ KbH85AblgS"" collected 1.61 from pot with Two Pair, 10's & 8's (combination: 10♠, 10♦, 8♥, 8♦, Q♣)",2024-03-09T10:02:36.836Z,170997855683601
"""charbrikt @ KbH85AblgS"" shows a 10♠, J♦.",2024-03-09T10:02:36.836Z,170997855683600
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:02:35.978Z,170997855597800
"""az @ _c6_FOIS6W"" checks",2024-03-09T10:02:34.518Z,170997855451800
"River: 8♥, 10♦, 6♦, Q♣ [8♦]",2024-03-09T10:02:27.903Z,170997854790300
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:02:27.097Z,170997854709700
"""az @ _c6_FOIS6W"" checks",2024-03-09T10:02:25.295Z,170997854529500
"Turn: 8♥, 10♦, 6♦ [Q♣]",2024-03-09T10:02:22.620Z,170997854262000
"""az @ _c6_FOIS6W"" calls 0.48",2024-03-09T10:02:21.761Z,170997854176100
"""charbrikt @ KbH85AblgS"" bets 0.48",2024-03-09T10:02:05.513Z,170997852551300
"""az @ _c6_FOIS6W"" checks",2024-03-09T10:02:02.899Z,170997852289900
"Flop:  [8♥, 10♦, 6♦]",2024-03-09T10:02:00.990Z,170997852099000
"""az @ _c6_FOIS6W"" calls 0.30",2024-03-09T10:02:00.151Z,170997852015100
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T10:01:59.283Z,170997851928300
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T10:01:56.806Z,170997851680600
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T10:01:55.885Z,170997851588500
"""charbrikt @ KbH85AblgS"" raises to 0.30",2024-03-09T10:01:53.968Z,170997851396800
"""az @ _c6_FOIS6W"" posts a big blind of 0.10",2024-03-09T10:01:51.274Z,170997851127408
"""Jonathan @ ArgKs65s5n"" posts a small blind of 0.05",2024-03-09T10:01:51.274Z,170997851127407
"Your hand is Q♥, 5♣",2024-03-09T10:01:51.274Z,170997851127404
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (20.34) | #6 ""yyj @ UXaWQPJt1x"" (80.14) | #7 ""Jonathan @ ArgKs65s5n"" (37.34) | #8 ""az @ _c6_FOIS6W"" (32.77) | #10 ""charbrikt @ KbH85AblgS"" (75.50)",2024-03-09T10:01:51.274Z,170997851127401
"-- starting hand #312 (id: ueyo9rrilnrz)  (No Limit Texas Hold'em) (dealer: ""yyj @ UXaWQPJt1x"") --",2024-03-09T10:01:51.274Z,170997851127400
"""charbrikt @ KbH85AblgS"" shows a 7♦, 6♣.",2024-03-09T10:01:50.029Z,170997851002900
"""yyj @ UXaWQPJt1x"" shows a 4♠, 3♠.",2024-03-09T10:01:47.699Z,170997850769900
"-- ending hand #311 --",2024-03-09T10:01:46.968Z,170997850696802
"""yyj @ UXaWQPJt1x"" collected 0.60 from pot",2024-03-09T10:01:46.968Z,170997850696801
"Uncalled bet of 0.45 returned to ""yyj @ UXaWQPJt1x""",2024-03-09T10:01:46.968Z,170997850696800
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T10:01:46.151Z,170997850615100
"""yyj @ UXaWQPJt1x"" bets 0.45",2024-03-09T10:01:30.347Z,170997849034700
"River: 8♥, 5♣, 6♠, 7♥ [6♥]",2024-03-09T10:01:22.647Z,170997848264700
"""Jonathan @ ArgKs65s5n"" checks",2024-03-09T10:01:21.818Z,170997848181800
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:01:20.460Z,170997848046000
"Turn: 8♥, 5♣, 6♠ [7♥]",2024-03-09T10:00:55.713Z,170997845571300
"""Jonathan @ ArgKs65s5n"" checks",2024-03-09T10:00:54.880Z,170997845488000
"""yyj @ UXaWQPJt1x"" checks",2024-03-09T10:00:53.229Z,170997845322900
"Flop:  [8♥, 5♣, 6♠]",2024-03-09T10:00:39.351Z,170997843935100
"""Jonathan @ ArgKs65s5n"" calls 0.30",2024-03-09T10:00:38.498Z,170997843849800
"""yyj @ UXaWQPJt1x"" raises to 0.30",2024-03-09T10:00:32.397Z,170997843239700
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T10:00:30.421Z,170997843042100
"""charbrikt @ KbH85AblgS"" folds",2024-03-09T10:00:29.513Z,170997842951300
"""az @ _c6_FOIS6W"" folds",2024-03-09T10:00:28.207Z,170997842820700
"""Jonathan @ ArgKs65s5n"" posts a big blind of 0.10",2024-03-09T10:00:26.318Z,170997842631808
"""yyj @ UXaWQPJt1x"" posts a small blind of 0.05",2024-03-09T10:00:26.318Z,170997842631807
"Your hand is K♣, 10♣",2024-03-09T10:00:26.318Z,170997842631804
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (20.34) | #6 ""yyj @ UXaWQPJt1x"" (79.84) | #7 ""Jonathan @ ArgKs65s5n"" (37.64) | #8 ""az @ _c6_FOIS6W"" (32.77) | #10 ""charbrikt @ KbH85AblgS"" (75.50)",2024-03-09T10:00:26.318Z,170997842631801
"-- starting hand #311 (id: llzmmr3bawfn)  (No Limit Texas Hold'em) (dealer: ""werdnac @ dX98qrjeGt"") --",2024-03-09T10:00:26.318Z,170997842631800
"-- ending hand #310 --",2024-03-09T10:00:23.393Z,170997842339302
"""werdnac @ dX98qrjeGt"" collected 3.80 from pot",2024-03-09T10:00:23.393Z,170997842339301
"Uncalled bet of 1.90 returned to ""werdnac @ dX98qrjeGt""",2024-03-09T10:00:23.393Z,170997842339300
"""charbrikt @ KbH85AblgS"" folds",2024-03-09T10:00:22.590Z,170997842259000
"""werdnac @ dX98qrjeGt"" bets 1.90",2024-03-09T10:00:19.588Z,170997841958800
"River: 4♦, 8♥, 2♣, 4♠ [J♣]",2024-03-09T10:00:13.360Z,170997841336000
"""charbrikt @ KbH85AblgS"" calls 0.95",2024-03-09T10:00:12.539Z,170997841253900
"""az @ _c6_FOIS6W"" folds",2024-03-09T10:00:11.213Z,170997841121300
"""werdnac @ dX98qrjeGt"" bets 0.95",2024-03-09T10:00:07.894Z,170997840789400
"Turn: 4♦, 8♥, 2♣ [4♠]",2024-03-09T10:00:01.494Z,170997840149400
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T10:00:00.689Z,170997840068900
"""az @ _c6_FOIS6W"" checks",2024-03-09T09:59:59.261Z,170997839926100
"""werdnac @ dX98qrjeGt"" checks",2024-03-09T09:59:57.147Z,170997839714700
"Flop:  [4♦, 8♥, 2♣]",2024-03-09T09:59:44.932Z,170997838493200
"""charbrikt @ KbH85AblgS"" calls 0.60",2024-03-09T09:59:44.065Z,170997838406500
"""az @ _c6_FOIS6W"" calls 0.60",2024-03-09T09:59:42.201Z,170997838220100
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T09:59:36.746Z,170997837674600
"""werdnac @ dX98qrjeGt"" raises to 0.60",2024-03-09T09:59:34.226Z,170997837422600
"""charbrikt @ KbH85AblgS"" calls 0.20",2024-03-09T09:59:27.132Z,170997836713200
"""az @ _c6_FOIS6W"" raises to 0.20",2024-03-09T09:59:25.320Z,170997836532000
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T09:59:23.338Z,170997836333800
"""yyj @ UXaWQPJt1x"" posts a big blind of 0.10",2024-03-09T09:59:21.849Z,170997836184909
"""werdnac @ dX98qrjeGt"" posts a small blind of 0.05",2024-03-09T09:59:21.849Z,170997836184908
"Your hand is 8♠, 10♥",2024-03-09T09:59:21.849Z,170997836184905
"Player stacks: #2 ""werdnac @ dX98qrjeGt"" (18.09) | #6 ""yyj @ UXaWQPJt1x"" (79.94) | #7 ""Jonathan @ ArgKs65s5n"" (37.64) | #8 ""az @ _c6_FOIS6W"" (33.37) | #10 ""charbrikt @ KbH85AblgS"" (77.05)",2024-03-09T09:59:21.849Z,170997836184902
"-- starting hand #310 (id: tus9qx4djsaa)  (No Limit Texas Hold'em) (dead button) --",2024-03-09T09:59:21.849Z,170997836184901
"The player ""michael @ UFkn4-rw65"" quits the game with a stack of 0.00.",2024-03-09T09:59:21.849Z,170997836184900
"""charbrikt @ KbH85AblgS"" shows a 10♦, 9♦.",2024-03-09T09:59:20.448Z,170997836044800
"""Jonathan @ ArgKs65s5n"" shows a 8♠, 7♥.",2024-03-09T09:59:19.031Z,170997835903100
"-- ending hand #309 --",2024-03-09T09:59:17.446Z,170997835744601
"""yyj @ UXaWQPJt1x"" collected 38.40 from pot with Two Pair, 10's & 9's (combination: 10♣, 10♥, 9♣, 9♠, Q♣)",2024-03-09T09:59:17.446Z,170997835744600
"River: 9♣, Q♣, 8♥, 9♠ [8♦]",2024-03-09T09:59:13.440Z,170997835344000
"Turn: 9♣, Q♣, 8♥ [9♠]",2024-03-09T09:59:09.391Z,170997834939100
"Flop:  [9♣, Q♣, 8♥]",2024-03-09T09:59:05.379Z,170997834537900
"""yyj @ UXaWQPJt1x"" shows a 10♣, 10♥.",2024-03-09T09:59:01.373Z,170997834137300
"""michael @ UFkn4-rw65"" shows a J♦, K♣.",2024-03-09T09:59:01.254Z,170997834125400
"Some players choose to not run it twice.",2024-03-09T09:59:00.545Z,170997834054501
"""michael @ UFkn4-rw65"" chooses to not run it twice.",2024-03-09T09:59:00.545Z,170997834054500
"""yyj @ UXaWQPJt1x"" chooses to  run it twice.",2024-03-09T09:58:58.569Z,170997833856900
"Remaining players decide whether to run it twice.",2024-03-09T09:58:57.611Z,170997833761101
"""charbrikt @ KbH85AblgS"" folds",2024-03-09T09:58:57.611Z,170997833761100
"""yyj @ UXaWQPJt1x"" calls 19.05",2024-03-09T09:58:56.250Z,170997833625000
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T09:58:47.754Z,170997832775400
"""michael @ UFkn4-rw65"" raises to 19.05 and go all in",2024-03-09T09:58:44.171Z,170997832417100
"""charbrikt @ KbH85AblgS"" calls 0.20",2024-03-09T09:58:39.137Z,170997831913700
"""az @ _c6_FOIS6W"" folds",2024-03-09T09:58:37.213Z,170997831721300
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T09:58:36.314Z,170997831631400
"""yyj @ UXaWQPJt1x"" raises to 0.20",2024-03-09T09:58:35.443Z,170997831544300
"""werdnac @ dX98qrjeGt"" posts a big blind of 0.10",2024-03-09T09:58:33.795Z,170997831379509
"""michael @ UFkn4-rw65"" posts a small blind of 0.05",2024-03-09T09:58:33.795Z,170997831379508
"Your hand is 8♠, 7♥",2024-03-09T09:58:33.795Z,170997831379505
"Player stacks: #1 ""michael @ UFkn4-rw65"" (19.05) | #2 ""werdnac @ dX98qrjeGt"" (18.19) | #6 ""yyj @ UXaWQPJt1x"" (60.59) | #7 ""Jonathan @ ArgKs65s5n"" (37.64) | #8 ""az @ _c6_FOIS6W"" (33.37) | #10 ""charbrikt @ KbH85AblgS"" (77.25)",2024-03-09T09:58:33.795Z,170997831379501
"-- starting hand #309 (id: ypzo2xteij2h)  (No Limit Texas Hold'em) (dealer: ""charbrikt @ KbH85AblgS"") --",2024-03-09T09:58:33.795Z,170997831379500
"-- ending hand #308 --",2024-03-09T09:58:30.842Z,170997831084202
"""charbrikt @ KbH85AblgS"" collected 1.80 from pot",2024-03-09T09:58:30.842Z,170997831084201
"Uncalled bet of 1.80 returned to ""charbrikt @ KbH85AblgS""",2024-03-09T09:58:30.842Z,170997831084200
"""az @ _c6_FOIS6W"" folds",2024-03-09T09:58:30.019Z,170997831001900
"""charbrikt @ KbH85AblgS"" bets 1.80",2024-03-09T09:58:23.531Z,170997830353100
"River: 10♦, 7♦, 3♣, 9♠ [A♠]",2024-03-09T09:58:18.404Z,170997829840400
"""az @ _c6_FOIS6W"" calls 0.45",2024-03-09T09:58:17.600Z,170997829760000
"""michael @ UFkn4-rw65"" folds",2024-03-09T09:58:16.241Z,170997829624100
"""charbrikt @ KbH85AblgS"" bets 0.45",2024-03-09T09:58:15.188Z,170997829518800
"Turn: 10♦, 7♦, 3♣ [9♠]",2024-03-09T09:57:57.387Z,170997827738700
"""az @ _c6_FOIS6W"" checks",2024-03-09T09:57:56.562Z,170997827656200
"""michael @ UFkn4-rw65"" checks",2024-03-09T09:57:43.410Z,170997826341000
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T09:57:35.595Z,170997825559500
"Flop:  [10♦, 7♦, 3♣]",2024-03-09T09:57:23.471Z,170997824347100
"""michael @ UFkn4-rw65"" calls 0.30",2024-03-09T09:57:22.647Z,170997824264700
"""charbrikt @ KbH85AblgS"" calls 0.30",2024-03-09T09:57:16.423Z,170997823642300
"""az @ _c6_FOIS6W"" raises to 0.30",2024-03-09T09:57:10.736Z,170997823073600
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T09:57:02.021Z,170997822202100
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T09:56:59.174Z,170997821917400
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T09:56:58.259Z,170997821825900
"""michael @ UFkn4-rw65"" posts a big blind of 0.10",2024-03-09T09:56:55.894Z,170997821589409
"""charbrikt @ KbH85AblgS"" posts a small blind of 0.05",2024-03-09T09:56:55.894Z,170997821589408
"Your hand is Q♥, 5♣",2024-03-09T09:56:55.894Z,170997821589405
"Player stacks: #1 ""michael @ UFkn4-rw65"" (19.35) | #2 ""werdnac @ dX98qrjeGt"" (18.19) | #6 ""yyj @ UXaWQPJt1x"" (60.59) | #7 ""Jonathan @ ArgKs65s5n"" (37.64) | #8 ""az @ _c6_FOIS6W"" (34.12) | #10 ""charbrikt @ KbH85AblgS"" (76.20)",2024-03-09T09:56:55.894Z,170997821589401
"-- starting hand #308 (id: nnkapx4ehrun)  (No Limit Texas Hold'em) (dealer: ""az @ _c6_FOIS6W"") --",2024-03-09T09:56:55.894Z,170997821589400
"""michael @ UFkn4-rw65"" shows a A♣, J♥.",2024-03-09T09:56:53.087Z,170997821308700
"-- ending hand #307 --",2024-03-09T09:56:52.180Z,170997821218003
"""az @ _c6_FOIS6W"" shows a 5♠, 3♥.",2024-03-09T09:56:52.180Z,170997821218002
"""charbrikt @ KbH85AblgS"" collected 0.90 from pot with Two Pair, K's & 7's (combination: K♥, K♣, 7♠, 7♥, Q♥)",2024-03-09T09:56:52.180Z,170997821218001
"""charbrikt @ KbH85AblgS"" shows a 8♠, 7♠.",2024-03-09T09:56:52.180Z,170997821218000
"""michael @ UFkn4-rw65"" checks",2024-03-09T09:56:51.351Z,170997821135100
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T09:56:50.208Z,170997821020800
"""az @ _c6_FOIS6W"" checks",2024-03-09T09:56:49.189Z,170997820918900
"River: K♥, K♣, 7♥, Q♥ [9♦]",2024-03-09T09:56:47.872Z,170997820787200
"""michael @ UFkn4-rw65"" checks",2024-03-09T09:56:47.003Z,170997820700300
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T09:56:44.873Z,170997820487300
"""az @ _c6_FOIS6W"" checks",2024-03-09T09:56:43.941Z,170997820394100
"Turn: K♥, K♣, 7♥ [Q♥]",2024-03-09T09:56:37.962Z,170997819796200
"""michael @ UFkn4-rw65"" checks",2024-03-09T09:56:37.147Z,170997819714700
"""charbrikt @ KbH85AblgS"" checks",2024-03-09T09:56:34.772Z,170997819477200
"""az @ _c6_FOIS6W"" checks",2024-03-09T09:56:33.391Z,170997819339100
"Flop:  [K♥, K♣, 7♥]",2024-03-09T09:56:31.758Z,170997819175800
"""charbrikt @ KbH85AblgS"" calls 0.30",2024-03-09T09:56:30.948Z,170997819094800
"""az @ _c6_FOIS6W"" calls 0.30",2024-03-09T09:56:30.040Z,170997819004000
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T09:56:26.677Z,170997818667700
"""yyj @ UXaWQPJt1x"" folds",2024-03-09T09:56:24.919Z,170997818491900
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T09:56:23.974Z,170997818397400
"""michael @ UFkn4-rw65"" raises to 0.30",2024-03-09T09:56:21.062Z,170997818106200
"""charbrikt @ KbH85AblgS"" posts a big blind of 0.10",2024-03-09T09:56:16.710Z,170997817671009
"""az @ _c6_FOIS6W"" posts a small blind of 0.05",2024-03-09T09:56:16.710Z,170997817671008
"Your hand is 5♦, 3♣",2024-03-09T09:56:16.710Z,170997817671005
"Player stacks: #1 ""michael @ UFkn4-rw65"" (19.65) | #2 ""werdnac @ dX98qrjeGt"" (18.19) | #6 ""yyj @ UXaWQPJt1x"" (60.59) | #7 ""Jonathan @ ArgKs65s5n"" (37.64) | #8 ""az @ _c6_FOIS6W"" (34.42) | #10 ""charbrikt @ KbH85AblgS"" (75.60)",2024-03-09T09:56:16.710Z,170997817671001
"-- starting hand #307 (id: a22pa6oeygmy)  (No Limit Texas Hold'em) (dealer: ""Jonathan @ ArgKs65s5n"") --",2024-03-09T09:56:16.710Z,170997817671000
"-- ending hand #306 --",2024-03-09T09:56:13.749Z,170997817374902
"""yyj @ UXaWQPJt1x"" collected 0.75 from pot",2024-03-09T09:56:13.749Z,170997817374901
"Uncalled bet of 0.60 returned to ""yyj @ UXaWQPJt1x""",2024-03-09T09:56:13.749Z,170997817374900
"""werdnac @ dX98qrjeGt"" folds",2024-03-09T09:56:12.919Z,170997817291900
"""az @ _c6_FOIS6W"" folds",2024-03-09T09:56:10.991Z,170997817099100
"""Jonathan @ ArgKs65s5n"" folds",2024-03-09T09:56:04.680Z,170997816468000
"""yyj @ UXaWQPJt1x"" raises to 0.90",2024-03-09T09:56:03.798Z,170997816379800
"""werdnac @ dX98qrjeGt"" raises to 0.30",2024-03-09T09:55:58.031Z,170997815803100
"""michael @ UFkn4-rw65"" folds",2024-03-09T09:55:55.203Z,170997815520300
"""charbrikt @ KbH85AblgS"" folds",2024-03-09T09:55:50.113Z,170997815011300
"""az @ _c6_FOIS6W"" posts a big blind of 0.10",2024-03-09T09:55:47.283Z,170997814728309
"""Jonathan @ ArgKs65s5n"" posts a small blind of 0.05",2024-03-09T09:55:47.283Z,170997814728308
"Your hand is 6♥, 4♠",2024-03-09T09:55:47.283Z,170997814728305
"Player stacks: #1 ""michael @ UFkn4-rw65"" (19.65) | #2 ""werdnac @ dX98qrjeGt"" (18.49) | #6 ""yyj @ UXaWQPJt1x"" (60.14) | #7 ""Jonathan @ ArgKs65s5n"" (37.69) | #8 ""az @ _c6_FOIS6W"" (34.52) | #10 ""charbrikt @ KbH85AblgS"" (75.60)",2024-03-09T09:55:47.283Z,170997814728301
"-- starting hand #306 (id: y9za2k3yjfub)  (No Limit Texas Hold'em) (dealer: ""yyj @ UXaWQPJt1x"") --",2024-03-09T09:55:47.283Z,170997814728300
"""az @ _c6_FOIS6W"" shows a 5♠, Q♠.",2024-03-09T09:55:44.516Z,170997814451600
"-- ending hand #305 --",2024-03-09T09:55:43.524Z,170997814352402
